BLOCKID|COUNTYFP|DISTRICT
240338071021013|033|21-002
240338071021014|033|21-002
240338071021015|033|21-002
240338071021016|033|21-002
240338071021017|033|21-002
240338071021018|033|21-002
240338071021019|033|21-002
240338071021020|033|21-002
240338071021021|033|19-098
240338071021022|033|21-002
240338071021023|033|21-002
240338071021024|033|21-002
240338071021025|033|21-002
240338071022000|033|21-002
240338071022001|033|21-002
240338071022002|033|21-002
240338071022003|033|21-002
240338071022004|033|21-002
240338071022005|033|21-002
240338071022006|033|19-099
240338071022007|033|19-001
240338071022008|033|21-094
240338071022009|033|21-094
240338071022010|033|21-002
240338071022011|033|21-096
240338071022012|033|21-096
240338071022013|033|21-096
240338071022014|033|21-096
240338071022015|033|19-001
240338071022016|033|19-001
240338071022017|033|19-001
240338071022018|033|19-001
240338071022019|033|21-009
240338071022020|033|21-009
240338071022021|033|19-001
240338071022022|033|19-001
240338071022023|033|19-001
240338071022024|033|19-001
240338071022025|033|19-001
240338071022026|033|19-001
240338071022027|033|19-001
240338071022028|033|19-001
240338071022029|033|19-001
240338071022030|033|19-001
240338071022031|033|21-095
240338071022032|033|21-002
240338071022033|033|21-095
240338071022034|033|19-001
240338071022035|033|19-001
240338071022036|033|19-001
240338071022037|033|19-001
240338071022038|033|19-001
240338071022039|033|19-001
240338071022040|033|19-001
240338071022041|033|19-001
240338071022042|033|19-001
240338071022043|033|19-001
240338071022044|033|19-001
240338071022045|033|19-001
240338071022046|033|19-001
240338071022047|033|19-001
240338071022048|033|19-001
240338071022049|033|19-001
240338071022050|033|19-001
240338073011000|033|01-002
240338073011001|033|01-002
240338073011002|033|21-014
240338073011003|033|21-014
240338073011004|033|21-004
240338073011005|033|21-004
240338073011006|033|21-004
240338073011007|033|21-004
240338073011008|033|21-004
240338073011009|033|21-004
240338073012000|033|21-014
240338073012001|033|21-014
240338073012002|033|21-015
240338073012003|033|21-015
240338073012004|033|21-005
240338073012005|033|21-015
240338073012006|033|21-015
240338073012007|033|21-015
240338073012008|033|21-015
240338073012009|033|21-015
240338073012010|033|21-015
240338073012011|033|21-015
240338073012012|033|21-015
240338073012013|033|21-015
240338073012014|033|21-015
240338073012015|033|21-001
240338073012016|033|21-001
240338073012017|033|21-001
240338073012018|033|21-001
240338073012019|033|21-015
240338073041000|033|01-003
240338073041001|033|01-003
240338073041002|033|21-014
240338073041003|033|21-014
240338073041004|033|21-014
240338073041005|033|21-014
240338073041006|033|21-014
240338073041007|033|21-014
240338073041008|033|21-014
240338073041009|033|21-014
240338073041010|033|21-014
240338073041011|033|01-003
240338073041012|033|01-003
240338073041013|033|01-003
240338073041014|033|21-014
240338073041015|033|21-014
240338073041016|033|21-014
240338073041017|033|21-014
240338073041018|033|21-014
240338073041019|033|21-014
240338073041020|033|21-014
240338073051000|033|21-014
240338073051001|033|21-005
240338073051002|033|21-005
240338073051003|033|21-005
240338073051004|033|21-005
240338073051005|033|21-005
240338073051006|033|21-005
240338073051007|033|21-005
240338073051008|033|21-005
240338073051009|033|21-005
240338073051010|033|21-005
240338073052000|033|21-014
240338073052001|033|21-005
240338073052002|033|21-015
240338073052003|033|21-015
240338073052004|033|21-005
240338073052005|033|21-005
240338073052006|033|21-005
240338073052007|033|21-005
240338073052008|033|21-005
240338073052009|033|21-005
240338073052010|033|21-005
240338073052011|033|21-005
240338073052012|033|21-005
240338073052013|033|21-099
240338073052014|033|21-005
240338073052015|033|21-005
240338074041000|033|01-004
240338074041001|033|01-004
240338074041002|033|01-004
240338074041003|033|01-004
240338074041004|033|01-004
240338074041005|033|01-004
240338074041006|033|01-004
240338074041007|033|01-004
240338074041008|033|01-004
240338074041009|033|01-004
240338074041010|033|01-004
240338074041011|033|01-004
240338074041012|033|01-004
240338074041013|033|01-005
240338074041014|033|01-005
240338074041015|033|01-004
240338074041016|033|01-004
240338074041017|033|01-006
240338074041018|033|01-004
240338074042000|033|01-006
240338074042001|033|01-006
240338074042002|033|01-006
240338074042003|033|01-006
240338074042004|033|01-006
240338074042005|033|01-006
240338074042006|033|01-006
240338074042007|033|01-006
240338074042008|033|01-006
240338074042009|033|01-006
240338074042010|033|01-006
240338074042011|033|01-006
240338074042012|033|01-006
240338074042013|033|01-006
240338074042014|033|01-006
240338074042015|033|01-006
240338074042016|033|01-006
240338074042017|033|01-006
240338074042018|033|01-006
240338074042019|033|01-006
240338074042020|033|01-006
240338074042021|033|01-006
240338074042022|033|01-006
240338074042023|033|01-004
240338074042024|033|01-004
240338074042025|033|01-004
240338074042026|033|01-004
240338074042027|033|01-004
240338074042028|033|01-002
240338074042029|033|01-002
240338074042030|033|01-002
240338074042031|033|01-004
240338074042032|033|01-002
240338074042033|033|01-002
240338074042034|033|01-002
240338074042035|033|01-006
240338074042036|033|01-006
240338074042037|033|01-002
240338074042038|033|01-002
240338074042039|033|01-002
240338074042040|033|01-002
240338074042041|033|01-002
240338074042042|033|01-002
240338074042043|033|01-002
240338074042044|033|01-002
240338074042045|033|01-002
240338074042046|033|01-002
240338074042047|033|01-002
240338074042048|033|01-002
240338074042049|033|01-008
240338074042050|033|01-002
240338074042051|033|01-008
240338074042052|033|01-002
240338074042053|033|01-006
240338074042054|033|01-006
240338074042055|033|01-006
240338074042056|033|01-006
240338074042057|033|01-006
240338074042058|033|01-006
240338074042059|033|01-002
240338074042060|033|01-008
240338074042061|033|01-008
240338074042062|033|01-008
240338074042063|033|01-008
240338074042064|033|01-002
240338074042065|033|01-002
240338074042066|033|01-008
240338074042067|033|01-008
240338074042068|033|01-008
240338074042069|033|01-008
240338074043000|033|01-004
240338074043001|033|01-004
240338074043002|033|01-004
240338074043003|033|01-004
240338074043004|033|01-004
240338074043005|033|01-004
240338074043006|033|01-004
240338074043007|033|01-004
240338074043008|033|01-004
240338074043009|033|01-004
240338074043010|033|01-004
240338074043011|033|01-004
240338074043012|033|01-004
240338074043013|033|01-004
240338074043014|033|01-004
240338074043015|033|01-004
240338074043016|033|01-004
240338074043017|033|01-004
240338074043018|033|01-004
240338074043019|033|01-004
240338074043020|033|01-004
240338074043021|033|01-004
240338074043022|033|01-004
240338074043023|033|01-004
240338074043024|033|01-004
240338074043025|033|01-004
240338074043026|033|01-004
240338074043027|033|01-004
240338074043028|033|01-004
240338074043029|033|01-004
240338074043030|033|01-004
240338074043031|033|01-004
240338074043032|033|01-004
240338074043033|033|01-004
240338074043034|033|01-004
240338074043035|033|01-004
240338074051000|033|01-005
240338074051001|033|01-005
240338074051002|033|01-005
240338074051003|033|01-005
240338074051004|033|01-005
240338074051005|033|01-005
240338074051006|033|01-005
240338074051007|033|01-004
240338074051008|033|01-004
240338074051009|033|01-005
240338074051010|033|01-005
240338074051011|033|01-005
240338074051012|033|01-005
240338074051013|033|01-005
240338074051014|033|01-005
240338074052000|033|01-005
240338074052001|033|01-005
240338074052002|033|01-005
240338074052003|033|01-005
240338074052004|033|01-005
240338074052005|033|01-005
240338074052006|033|01-005
240338074052007|033|01-005
240338074052008|033|01-005
240338074052009|033|01-005
240338074052010|033|01-005
240338074052011|033|01-005
240338074052012|033|01-005
240338074052013|033|01-005
240338074052014|033|01-005
240338074052015|033|01-005
240338074052016|033|01-005
240338074052017|033|01-005
240338074052018|033|01-005
240338074052019|033|01-005
240338074052020|033|01-005
240338074052021|033|01-005
240338074052022|033|01-005
240338074052023|033|01-005
240338074052024|033|01-005
240338074052025|033|01-005
240338074052026|033|01-005
240338074053000|033|01-002
240338074053001|033|01-002
240338074053002|033|01-002
240338074053003|033|01-002
240338074053004|033|01-002
240338074053005|033|01-002
240338074053006|033|01-002
240338074053007|033|01-002
240338074053008|033|01-002
240338074053009|033|01-002
240338074053010|033|01-002
240338074053011|033|01-002
240338074053012|033|01-002
240338074053013|033|01-002
240338074053014|033|01-002
240338074053015|033|01-002
240338074053016|033|21-014
240338074053017|033|21-014
240338074053018|033|21-014
240338074053019|033|01-002
240338074053020|033|01-002
240338074053021|033|01-002
240338074053022|033|01-002
240338074053023|033|01-002
240338074053024|033|01-002
240338074053025|033|01-002
240338074053026|033|01-002
240338074053027|033|01-002
240338074053028|033|01-002
240338074053029|033|01-002
240338074053030|033|01-002
240338074071000|033|01-001
240338074071001|033|01-001
240338074071002|033|01-001
240338074071003|033|01-001
240338074071004|033|01-001
240338074071005|033|01-001
240338074072000|033|01-001
240338074072001|033|01-001
240338074072002|033|01-001
240338074072003|033|01-001
240338074072004|033|01-001
240338074072005|033|01-001
240338074072006|033|01-001
240338074072007|033|01-001
240338074072008|033|01-001
240338074072009|033|01-001
240338074072010|033|01-001
240338074072011|033|01-001
240338074072012|033|01-001
240338074072013|033|01-001
240338074072014|033|01-001
240338074072015|033|01-001
240338074073000|033|01-001
240338074073001|033|01-001
240338074073002|033|01-001
240338074073003|033|01-001
240338074073004|033|01-001
240338074073005|033|01-001
240338074073006|033|01-001
240338074073007|033|01-001
240338074074000|033|01-004
240338074074001|033|10-005
240338074074002|033|01-001
240338074074003|033|01-001
240338074074004|033|01-004
240338074074005|033|01-004
240338074074006|033|01-001
240338074074007|033|01-001
240338074074008|033|01-001
240338074074009|033|01-001
240338074074010|033|01-001
240338074074011|033|01-001
240338074074012|033|01-001
240338074074013|033|01-001
240338074074014|033|01-001
240338074074015|033|01-001
240338074074016|033|01-001
240338074074017|033|01-001
240338074074018|033|01-001
240338074074019|033|01-001
240338074074020|033|01-001
240338074075000|033|01-001
240338074075001|033|01-001
240338074075002|033|01-001
240338074075003|033|01-001
240338074075004|033|01-001
240338074075005|033|01-001
240338074075006|033|01-001
240338074075007|033|01-001
240338074081000|033|01-006
240338074081001|033|01-006
240338074081002|033|01-006
240338074081003|033|01-006
240338074081004|033|01-006
240338074081005|033|01-006
240338074081006|033|01-006
240338074081007|033|01-002
240338074081008|033|01-002
240338074081009|033|01-002
240338074081010|033|01-002
240338074081011|033|01-002
240338074081012|033|01-002
240338074081013|033|10-011
240338074081014|033|01-002
240338074081015|033|01-002
240338074081016|033|01-002
240338074081017|033|21-097
240338074081018|033|01-002
240338074081019|033|01-002
240338074081020|033|21-092
240338074081021|033|21-092
240338074081022|033|21-092
240338074081023|033|21-006
240338074081024|033|21-006
240338074081025|033|21-008
240338074081026|033|21-006
240338074081027|033|01-002
240338074081028|033|21-006
240338074081029|033|21-006
240338074081030|033|21-006
240338074081031|033|21-008
240338074081032|033|21-008
240338074081033|033|21-008
240338074081034|033|21-008
240338074081035|033|21-098
240338074081036|033|21-097
240338074081037|033|21-098
240338074081038|033|21-008
240338074081039|033|21-008
240338074081040|033|21-008
240338074081041|033|21-008
240338074082000|033|21-006
240338074082001|033|21-006
240338074082002|033|21-006
240338074082003|033|21-006
240338074082004|033|21-006
240338074082005|033|21-006
240338074082006|033|21-006
240338074082007|033|21-006
240338074082008|033|21-006
240338074082009|033|21-006
240338074082010|033|21-006
240338074083000|033|01-004
240338074083001|033|01-004
240338074083002|033|01-004
240338074083003|033|01-004
240338074083004|033|01-004
240338074083005|033|01-004
240338074083006|033|01-004
240338074083007|033|01-004
240338074083008|033|10-013
240338074083009|033|01-004
240338074083010|033|01-004
240338074083011|033|01-004
240338074083012|033|01-004
240338074083013|033|01-004
240338074083014|033|01-004
240338074083015|033|01-004
240338074083016|033|01-004
240338074083017|033|01-004
240338074083018|033|01-004
240338074083019|033|01-004
240338074083020|033|01-004
240338074083021|033|01-004
240338074083022|033|01-004
240338074083023|033|01-004
240338074083024|033|01-004
240338074083025|033|01-004
240338074083026|033|01-004
240338074083027|033|01-004
240338074083028|033|01-004
240338074083029|033|01-004
240338074083030|033|01-004
240338074083031|033|01-004
240338074083032|033|01-004
240338074083033|033|01-004
240338074083034|033|10-013
240338074083035|033|10-013
240338074083036|033|10-013
240338074083037|033|10-013
240338074083038|033|01-004
240338074083039|033|01-004
240338074083040|033|01-004
240338074083041|033|01-004
240338074083042|033|01-004
240338074083043|033|01-004
240338074083044|033|01-006
240338074083045|033|01-006
240338074083046|033|01-006
240338074083047|033|01-006
240338074083048|033|01-006
240338074083049|033|01-006
240338074083050|033|01-006
240338074083051|033|01-006
240338074083052|033|01-006
240338074083053|033|01-006
240338074083054|033|01-006
240338074083055|033|01-006
240338074083056|033|01-006
240338074083057|033|01-006
240338074083058|033|01-006
240338074083059|033|01-006
240338074083060|033|01-006
240338074083061|033|01-006
240338074083062|033|01-006
240338074083063|033|01-006
240338074091000|033|01-003
240338074091001|033|21-014
240338074091002|033|21-014
240338074091003|033|21-014
240338074091004|033|21-014
240338074091005|033|21-014
240338074091006|033|21-014
240338074091007|033|01-003
240338074091008|033|01-003
240338074091009|033|01-003
240338074091010|033|01-003
240338074092000|033|01-003
240338074092001|033|01-003
240338074092002|033|01-003
240338074093000|033|01-007
240338074093001|033|01-007
240338074093002|033|01-003
240338074093003|033|01-007
240338074093004|033|01-003
240338074093005|033|01-003
240338074093006|033|01-003
240338074101000|033|01-007
240338074101001|033|01-003
240338074101002|033|01-007
240338074101003|033|01-003
240338074101004|033|01-003
240338074101005|033|01-003
240338074102000|033|01-003
240338074102001|033|01-003
240338074102002|033|01-003
240338074102003|033|01-003
240338074102004|033|01-003
240338074102005|033|01-003
240338074102006|033|01-003
240338075001000|033|19-003
240338075001001|033|19-003
240338075001002|033|16-003
240338075001003|033|16-003
240338075001004|033|16-003
240338075001005|033|16-003
240338075001006|033|16-003
240338075001007|033|16-003
240338075001008|033|16-003
240338075001009|033|16-003
240338075001010|033|16-003
240338075001011|033|16-003
240338075001012|033|16-003
240338075001013|033|16-003
240338075001014|033|16-003
240338075001015|033|16-003
240338075001016|033|16-003
240338075001017|033|16-003
240338075001018|033|16-003
240338075001019|033|16-003
240338075001020|033|16-003
240338075001021|033|16-003
240338075001022|033|16-003
240338075001023|033|16-003
240338075001024|033|16-003
240338075001025|033|16-003
240338075001026|033|16-003
240338075001027|033|16-003
240338075001028|033|16-003
240338075001029|033|16-003
240338075001030|033|16-003
240338075001031|033|16-003
240338075001032|033|16-003
240338075001033|033|16-003
240338075002000|033|16-003
240338075002001|033|16-003
240338075002002|033|16-003
240338075002003|033|16-003
240338075002004|033|16-003
240338075002005|033|16-003
240338075002006|033|16-002
240338075002007|033|16-002
240338075002008|033|16-002
240338075002009|033|16-002
240338075002010|033|16-002
240338075002011|033|16-002
240338075002012|033|16-002
240338075002013|033|16-002
240338075002014|033|16-002
240338075002015|033|16-002
240338075002016|033|16-002
240338075002017|033|16-002
240338075002018|033|16-002
240338075002019|033|16-002
240338075002020|033|16-002
240338075002021|033|16-002
240338075002022|033|16-002
240338075003000|033|19-001
240338075003001|033|16-001
240338075003002|033|16-001
240338075003003|033|16-001
240338075003004|033|16-001
240338075003005|033|16-001
240338075003006|033|16-001
240338075003007|033|16-001
240338075003008|033|16-001
240338075003009|033|16-001
240338075003010|033|16-001
240338075003011|033|16-001
240338075003012|033|16-001
240338075003013|033|16-001
240338075003014|033|16-001
240338075003015|033|16-001
240338075003016|033|19-001
240338075003017|033|16-003
240338075003018|033|16-003
240338075003019|033|16-003
240338075003020|033|16-003
240338075003021|033|16-003
240338075003022|033|16-003
240338075003023|033|16-003
240338075003024|033|16-003
240338075003025|033|16-003
240338075003026|033|16-003
240338075003027|033|16-003
240338075003028|033|16-003
240338075003029|033|16-003
240338075003030|033|16-003
240338075003031|033|16-003
240338075003032|033|16-003
240338075003033|033|16-003
240338075003034|033|16-002
240338075003035|033|16-002
240338075003036|033|16-002
240338075003037|033|16-005
240338075003038|033|16-005
240338075003039|033|16-005
240338075003040|033|16-005
240338075003041|033|16-005
240338075003042|033|16-001
240338075003043|033|16-005
240338075003044|033|16-002
240338075003045|033|16-002
240338075003046|033|16-002
240338075003047|033|16-002
240338075003048|033|16-002
240338075003049|033|16-003
240338075003050|033|16-003
240338075003051|033|16-002
240338075003052|033|16-005
240338075003053|033|16-005
240338075003054|033|16-005
240338075003055|033|16-005
240338075003056|033|16-001
240338075003057|033|16-001
240338075003058|033|16-005
240338075003059|033|16-005
240338075003060|033|16-005
240338075003061|033|16-005
240338075003062|033|16-001
240338075003063|033|16-001
240338075003064|033|16-001
240338075003065|033|16-001
240338075003066|033|16-001
240338075003067|033|16-001
240338075003068|033|16-001
240338075003069|033|16-001
240338075003070|033|16-001
240338075003071|033|16-001
240338075003072|033|02-096
240338075003073|033|02-099
240339800001000|033|21-015
240339800001001|033|21-015
240339800001002|033|21-015
240339800001003|033|21-001
240339800001004|033|21-001
240339800001005|033|21-001
240339800001006|033|21-015
240339800001007|033|21-015
240339800001008|033|21-015
240339800001009|033|21-015
240339800001010|033|21-015
240339800001011|033|21-015
240339800001012|033|21-015
240339800001013|033|21-017
240339800001014|033|21-017
240339800001015|033|21-017
240339800001016|033|21-001
240339800001017|033|21-001
240339800001018|033|21-001
240339800001019|033|21-001
240339800001020|033|21-017
240339800001021|033|21-017
240339800001022|033|21-017
240339800001023|033|21-017
240339800001024|033|21-001
240339800001025|033|21-001
240339800001026|033|21-017
240339800001027|033|21-017
240339800001028|033|21-017
240339800001029|033|21-017
240339800001030|033|21-017
240339800001031|033|21-017
240339800001032|033|21-002
240339800001033|033|21-002
240339800001034|033|21-002
240339800001035|033|21-002
240339800001036|033|21-002
240339800001037|033|21-002
240339800001038|033|21-002
240339800001039|033|21-002
240339800001040|033|21-002
240339800001041|033|21-002
240339800001042|033|21-002
240339800001043|033|21-002
240339800001044|033|21-002
240339800001045|033|21-002
240339800001046|033|21-002
240339800001047|033|21-002
240339800001048|033|21-002
240339800001049|033|21-002
240339800001050|033|21-002
240339800001051|033|21-002
240339800001052|033|21-002
240339800001053|033|21-002
240339800001054|033|21-002
240339800001055|033|21-002
240339800001056|033|21-002
240339800001057|033|21-002
240339800001058|033|21-002
240339800001059|033|21-002
240339800001060|033|21-002
240339800001061|033|21-002
240339800001062|033|21-002
240339800001063|033|21-002
240339800001064|033|21-002
240339800001065|033|21-002
240339800001066|033|21-002
240339800001067|033|21-002
240339800001068|033|21-001
240339800001069|033|21-001
240339800001070|033|21-017
240339800001071|033|21-001
240339800001072|033|21-017
240339800001073|033|21-017
240339800001074|033|21-017
240339800001075|033|21-017
240339800001076|033|21-017
240358101001000|035|07-001
240358101001001|035|07-001
240358101001002|035|07-001
240358101001003|035|07-001
240358101001004|035|07-001
240358101001005|035|07-001
240358101001006|035|07-001
240358101001007|035|07-001
240358101001008|035|07-001
240358101001009|035|07-001
240358101001010|035|07-001
240358101001011|035|07-001
240358101001012|035|07-001
240358101001013|035|07-001
240358101001014|035|07-001
240358101001015|035|07-001
240358101001016|035|07-001
240358101001017|035|07-001
240358101001018|035|07-001
240358101001019|035|07-001
240358101001020|035|07-001
240358101001021|035|07-001
240358101001022|035|07-001
240358101001023|035|07-001
240358101001024|035|07-001
240358101001025|035|07-001
240358101001026|035|07-001
240358101001027|035|07-001
240358101001028|035|07-001
240358101001029|035|07-001
240358101001030|035|07-001
240358101001031|035|07-001
240358101001032|035|07-001
240358101001033|035|07-001
240358101001034|035|02-001
240358101001035|035|02-001
240358101001036|035|02-001
240358101002000|035|07-001
240358101002001|035|07-001
240358101002002|035|07-001
240358101002003|035|07-001
240358101002004|035|07-001
240358101002005|035|07-001
240358101002006|035|07-001
240358101002007|035|07-001
240358101002008|035|07-001
240358101002009|035|07-001
240358101002010|035|07-001
240358101002011|035|07-001
240358101002012|035|07-001
240358101002013|035|07-001
240358101002014|035|07-001
240358101002015|035|07-001
240358101002016|035|07-001
240358101002017|035|07-001
240358101002018|035|07-001
240358101002019|035|07-001
240358101002020|035|07-001
240358101002021|035|07-001
240358101002022|035|07-001
240358101002023|035|07-001
240358101002024|035|07-001
240358101002025|035|07-001
240358101002026|035|07-001
240358101002027|035|07-001
240358101002028|035|07-001
240358101002029|035|07-001
240358101002030|035|07-001
240358101002031|035|07-001
240358101002032|035|07-001
240358101002033|035|07-001
240358101002034|035|07-001
240358101002035|035|07-001
240358101002036|035|07-001
240358101002037|035|07-001
240358101002038|035|07-001
240358101002039|035|07-001
240358101002040|035|07-001
240358101002041|035|07-001
240358101002042|035|07-001
240358101002043|035|07-001
240358101002044|035|07-001
240358101002045|035|07-001
240358101002046|035|07-001
240358101002047|035|07-001
240358101002048|035|07-001
240358101002049|035|07-001
240358101002050|035|07-001
240358101002051|035|07-001
240358101002052|035|07-001
240358101002053|035|07-001
240358101002054|035|07-001
240358101002055|035|07-001
240358101002056|035|07-001
240358101002057|035|07-001
240358101002058|035|07-001
240358101002059|035|07-001
240358101002060|035|07-001
240358101002061|035|07-001
240358101002062|035|01-001
240358101002063|035|01-001
240358101002064|035|01-001
240358101002065|035|07-001
240358102001000|035|01-001
240358102001001|035|01-001
240358102001002|035|01-001
240358102001003|035|01-001
240358102001004|035|01-001
240358102001005|035|01-001
240358102001006|035|01-001
240358102001007|035|01-001
240358102001008|035|01-001
240358102001009|035|01-001
240358102001010|035|01-001
240358102001011|035|01-001
240358102001012|035|01-001
240358102001013|035|01-001
240358102001014|035|01-001
240358102001015|035|01-001
240358102001016|035|01-001
240358102001017|035|01-001
240358102001018|035|01-001
240358102001019|035|01-001
240358102001020|035|01-001
240358102001021|035|01-001
240358102001022|035|01-001
240358102001023|035|01-001
240358102001024|035|01-001
240358102001025|035|01-001
240358102001026|035|01-001
240358102001027|035|01-001
240358102001028|035|01-001
240358102001029|035|01-001
240358102001030|035|01-001
240358102001031|035|01-001
240358102001032|035|01-001
240358102001033|035|01-001
240358102001034|035|01-001
240358102001035|035|01-001
240358102001036|035|01-001
240358102001037|035|01-001
240358102001038|035|01-001
240358102001039|035|01-001
240358102001040|035|01-001
240358102001041|035|01-001
240358102001042|035|01-001
240358102001043|035|01-001
240358102001044|035|01-001
240358102001045|035|01-001
240358102001046|035|01-001
240358102001047|035|01-001
240358102001048|035|01-001
240358102001049|035|01-001
240358102001050|035|01-001
240358102001051|035|01-001
240358102001052|035|01-001
240358102001053|035|01-001
240358102001054|035|01-001
240358102001055|035|01-001
240358102001056|035|01-001
240358102002000|035|01-001
240358102002001|035|01-001
240358102002002|035|01-001
240358102002003|035|01-001
240358102002004|035|01-001
240358102002005|035|01-001
240358102002006|035|01-001
240358102002007|035|01-001
240358102002008|035|01-001
240358102002009|035|01-001
240358102002010|035|01-001
240358102002011|035|01-001
240358102002012|035|01-001
240358102002013|035|01-001
240358102002014|035|01-001
240358102002015|035|01-001
240358102002016|035|01-001
240358102002017|035|01-001
240358102002018|035|01-001
240358102002019|035|01-001
240358102002020|035|01-001
240358102002021|035|01-001
240358102002022|035|01-001
240358102002023|035|01-001
240358102002024|035|01-001
240358102002025|035|01-001
240358102002026|035|01-001
240358102002027|035|01-001
240358102002028|035|01-001
240358102002029|035|01-001
240358102002030|035|01-001
240358102002031|035|01-001
240358102002032|035|01-001
240358102002033|035|01-001
240358102002034|035|01-001
240358102002035|035|01-001
240358102002036|035|01-001
240358102002037|035|01-001
240358102002038|035|01-001
240358102002039|035|01-001
240358102002040|035|01-001
240358102002041|035|01-001
240358102002042|035|01-001
240358102002043|035|01-001
240358102002044|035|01-001
240358102002045|035|01-001
240358102002046|035|01-001
240358102002047|035|01-001
240358102002048|035|01-001
240358102002049|035|01-001
240358102002050|035|01-001
240358102002051|035|01-001
240358102002052|035|01-001
240358102002053|035|01-001
240358102002054|035|01-001
240358102002055|035|01-001
240358102002056|035|01-001
240358102002057|035|01-001
240358102002058|035|01-001
240358102002059|035|01-001
240358102002060|035|01-001
240358102002061|035|01-001
240358102002062|035|01-001
240358102002063|035|01-001
240358103001000|035|02-001
240358103001001|035|02-001
240358103001002|035|02-001
240358103001003|035|02-001
240358103001004|035|02-001
240358103001005|035|02-001
240358103001006|035|02-001
240358103001007|035|02-001
240358103001008|035|02-001
240358103001009|035|02-001
240358103001010|035|02-001
240358103001011|035|02-001
240358103001012|035|02-001
240358103001013|035|02-001
240358103001014|035|02-001
240358103001015|035|02-001
240358103001016|035|02-001
240358103001017|035|02-001
240358103001018|035|02-001
240358103001019|035|02-001
240358103001020|035|02-001
240358103001021|035|02-001
240358103001022|035|02-001
240358103001023|035|02-001
240358103001024|035|02-001
240358103001025|035|02-001
240358103001026|035|02-001
240358103001027|035|02-001
240358103001028|035|02-001
240358103001029|035|02-001
240358103001030|035|02-001
240358103001031|035|02-001
240358103001032|035|02-001
240358103001033|035|02-001
240358103001034|035|02-001
240358103001035|035|02-001
240358103001036|035|02-001
240358103001037|035|02-001
240358103001038|035|02-001
240358103001039|035|02-001
240358103001040|035|02-001
240358103001041|035|02-001
240358103001042|035|02-001
240358103001043|035|02-001
240358103002000|035|02-001
240358103002001|035|02-001
240358103002002|035|02-001
240358103002003|035|02-001
240358103002004|035|02-001
240358103002005|035|02-001
240358103002006|035|02-001
240358103002007|035|02-001
240358103002008|035|02-001
240358103002009|035|02-001
240358103002010|035|02-001
240358103002011|035|02-001
240358103002012|035|02-001
240358103002013|035|02-001
240358103002014|035|02-001
240358103002015|035|02-001
240358103002016|035|02-001
240358103002017|035|02-001
240358103002018|035|02-001
240358103002019|035|02-001
240358103002020|035|02-001
240358103002021|035|02-001
240358103002022|035|02-001
240358103002023|035|02-001
240358103002024|035|02-001
240358103002025|035|02-001
240358103002026|035|02-001
240358103002027|035|02-001
240358103002028|035|02-001
240358103002029|035|02-001
240358103002030|035|02-001
240358103002031|035|02-001
240358103002032|035|02-001
240358103003000|035|02-001
240358103003001|035|02-001
240358103003002|035|02-001
240358103003003|035|02-001
240358103003004|035|02-001
240358103003005|035|02-001
240358103003006|035|02-001
240358103003007|035|02-001
240358103003008|035|02-001
240358103003009|035|02-001
240358103003010|035|02-001
240358103003011|035|02-001
240358103003012|035|02-001
240358103003013|035|02-001
240358103003014|035|02-001
240358103003015|035|02-001
240358103003016|035|02-001
240358103003017|035|02-001
240358103003018|035|02-001
240358103003019|035|02-001
240358103003020|035|02-001
240358103003021|035|02-001
240358103003022|035|02-001
240358103003023|035|02-001
240358103003024|035|02-001
240358103003025|035|02-001
240358103003026|035|02-001
240358103003027|035|02-001
240358103003028|035|02-001
240358103003029|035|02-001
240358103003030|035|02-001
240358103003031|035|02-001
240358103003032|035|02-001
240358103003033|035|02-001
240358103003034|035|02-001
240358103003035|035|02-001
240358103003036|035|02-001
240358103003037|035|02-001
240358103003038|035|02-001
240358103003039|035|02-001
240358103003040|035|02-001
240358103003041|035|02-001
240358103003042|035|02-001
240358103003043|035|02-001
240358103003044|035|02-001
240358103003045|035|02-001
240358103003046|035|02-001
240358103003047|035|02-001
240358103003048|035|02-001
240358103003049|035|02-001
240358103003050|035|02-001
240358103003051|035|02-001
240358103003052|035|02-001
240358103003053|035|02-001
240358103003054|035|02-001
240358103003055|035|02-001
240358103003056|035|02-001
240358104001000|035|03-002
240358104001001|035|03-002
240358104001002|035|03-002
240358104001003|035|03-002
240358104001004|035|03-002
240358104001005|035|03-002
240358104001006|035|03-002
240358104001007|035|03-002
240358104001008|035|03-002
240358104001009|035|03-002
240358104001010|035|03-002
240358104001011|035|03-002
240358104001012|035|03-002
240358104001013|035|03-002
240358104001014|035|03-002
240358104001015|035|03-002
240358104001016|035|03-002
240358104001017|035|03-002
240358104001018|035|03-002
240358104001019|035|03-002
240358104001020|035|03-002
240358104001021|035|03-002
240358104001022|035|03-002
240358104001023|035|03-002
240358104001024|035|03-002
240358104001025|035|03-002
240358104001026|035|03-002
240358104001027|035|03-002
240358104001028|035|03-002
240358104001029|035|03-002
240358104001030|035|03-002
240358104001031|035|03-002
240358104001032|035|03-002
240358104001033|035|03-002
240358104001034|035|03-002
240358104001035|035|03-002
240358104001036|035|03-002
240358104001037|035|03-002
240358104001038|035|03-002
240358104002000|035|03-002
240358104002001|035|03-002
240358104002002|035|03-002
240358104002003|035|03-002
240358104002004|035|03-002
240358104002005|035|03-002
240358104002006|035|03-002
240358104002007|035|03-002
240358104002008|035|03-002
