BLOCKID|COUNTYFP|DISTRICT
240037311042001|003|05-004
240037311042002|003|05-004
240037311042003|003|05-004
240037311042004|003|05-004
240037311042005|003|05-004
240037311042006|003|05-004
240037311042007|003|05-004
240037311042008|003|05-004
240037311042009|003|05-004
240037311042010|003|05-004
240037311042011|003|05-004
240037311042012|003|05-004
240037311042013|003|05-004
240037311042014|003|05-004
240037311042015|003|05-021
240037311042016|003|05-004
240037311042017|003|05-004
240037311042018|003|05-004
240037311051000|003|05-011
240037311051001|003|05-011
240037311051002|003|05-011
240037311051003|003|05-011
240037311051004|003|05-011
240037311051005|003|05-011
240037311051006|003|05-011
240037311051007|003|05-011
240037311051008|003|05-011
240037311051009|003|05-011
240037311051010|003|05-011
240037311051011|003|05-003
240037311052000|003|05-004
240037311052001|003|05-011
240037311052002|003|05-011
240037311052003|003|05-011
240037311052004|003|05-011
240037311052005|003|05-004
240037311052006|003|05-004
240037311052007|003|05-004
240037311052008|003|05-004
240037311052009|003|05-004
240037311052010|003|05-004
240037311052011|003|05-004
240037311052012|003|05-004
240037311052013|003|05-011
240037311052014|003|05-011
240037311052015|003|05-011
240037311052016|003|05-011
240037311052017|003|05-011
240037311052018|003|05-011
240037311052019|003|05-011
240037311061000|003|05-027
240037311061001|003|05-026
240037311061002|003|05-027
240037311061003|003|05-027
240037311061004|003|05-026
240037311061005|003|05-026
240037311061006|003|05-026
240037311061007|003|05-026
240037311061008|003|05-026
240037311062000|003|05-013
240037311062001|003|05-013
240037311062002|003|05-027
240037311062003|003|05-027
240037311062004|003|05-027
240037311062005|003|05-027
240037311062006|003|05-027
240037311062007|003|05-018
240037311062008|003|05-018
240037311062009|003|05-018
240037311062010|003|05-018
240037311062011|003|05-018
240037311062012|003|05-018
240037311062013|003|05-027
240037311062014|003|05-026
240037311062015|003|05-026
240037311071000|003|05-013
240037311071001|003|05-013
240037311071002|003|05-013
240037311071003|003|05-013
240037311071004|003|05-013
240037311071005|003|05-013
240037311072000|003|05-013
240037311072001|003|05-013
240037311072002|003|05-013
240037311072003|003|05-013
240037311072004|003|05-013
240037311072005|003|05-013
240037311072006|003|05-013
240037311072007|003|05-013
240037311072008|003|05-013
240037311072009|003|05-013
240037311072010|003|05-021
240037311072011|003|05-021
240037311072012|003|05-021
240037311072013|003|05-027
240037311072014|003|05-013
240037311072015|003|05-013
240037311072016|003|05-013
240037311072017|003|05-027
240037311072018|003|05-027
240037311072019|003|05-021
240037312011000|003|05-009
240037312011001|003|05-009
240037312011002|003|05-009
240037312011003|003|05-009
240037312011004|003|05-009
240037312011005|003|05-009
240037312011006|003|05-014
240037312011007|003|05-014
240037312011008|003|05-009
240037312011009|003|05-009
240037312011010|003|05-014
240037312011011|003|05-014
240037312011012|003|05-009
240037312011013|003|05-009
240037312011014|003|05-014
240037312011015|003|05-009
240037312011016|003|05-034
240037312011017|003|05-034
240037312011018|003|05-034
240037312011019|003|05-034
240037312011020|003|05-034
240037312011021|003|05-034
240037312011022|003|05-014
240037312012000|003|05-014
240037312012001|003|05-014
240037312012002|003|05-014
240037312012003|003|05-014
240037312012004|003|05-014
240037312012005|003|05-014
240037312012006|003|05-014
240037312012007|003|05-014
240037312012008|003|05-014
240037312012009|003|05-014
240037312012010|003|05-014
240037312012011|003|05-014
240037312012012|003|05-014
240037312012013|003|05-014
240037312012014|003|05-014
240037312012015|003|05-014
240037312013000|003|05-014
240037312013001|003|05-014
240037312013002|003|05-014
240037312014000|003|05-016
240037312014001|003|05-016
240037312014002|003|05-016
240037312014003|003|05-016
240037312014004|003|05-016
240037312014005|003|05-016
240037312014006|003|05-016
240037312014007|003|05-016
240037312014008|003|05-016
240037312014009|003|05-016
240037312014010|003|05-016
240037312014011|003|05-016
240037312014012|003|05-016
240037312014013|003|05-003
240037312014014|003|05-016
240037312014015|003|05-014
240037312014016|003|05-014
240037312051000|003|03-013
240037312051001|003|03-013
240037312051002|003|03-013
240037312051003|003|03-013
240037312051004|003|03-013
240037312051005|003|03-013
240037312051006|003|03-013
240037312051007|003|03-013
240037312051008|003|03-013
240037312051009|003|03-013
240037312051010|003|03-013
240037312051011|003|03-013
240037312051012|003|03-013
240037312051013|003|03-013
240037312051014|003|03-013
240037312051015|003|03-013
240037312051016|003|03-013
240037312051017|003|03-013
240037312051018|003|03-013
240037312051019|003|03-013
240037312052000|003|03-013
240037312052001|003|03-017
240037312052002|003|03-017
240037312052003|003|03-017
240037312052004|003|03-017
240037312052005|003|03-017
240037312052006|003|03-017
240037312052007|003|03-017
240037312052008|003|03-017
240037312052009|003|03-017
240037312052010|003|03-017
240037312052011|003|03-017
240037312052012|003|03-017
240037312052013|003|03-017
240037312052014|003|03-017
240037312053000|003|03-022
240037312053001|003|03-022
240037312053002|003|03-013
240037312053003|003|03-022
240037312053004|003|03-022
240037312053005|003|03-017
240037312053006|003|03-017
240037312053007|003|03-017
240037312053008|003|03-017
240037312053009|003|03-017
240037312053010|003|03-017
240037312053011|003|03-017
240037312053012|003|03-017
240037312053013|003|03-017
240037312053014|003|03-017
240037312053015|003|03-017
240037312053016|003|03-017
240037312053017|003|03-017
240037312053018|003|03-017
240037312053019|003|03-017
240037312053020|003|03-017
240037312053021|003|03-017
240037312053022|003|03-017
240037312053023|003|03-017
240037312053024|003|03-017
240037312053025|003|03-017
240037312053026|003|03-017
240037312053027|003|03-017
240037312053028|003|03-017
240037312053029|003|03-017
240037312053030|003|03-017
240037312061000|003|03-010
240037312061001|003|03-013
240037312061002|003|03-010
240037312061003|003|03-013
240037312061004|003|03-013
240037312061005|003|03-013
240037312061006|003|03-013
240037312061007|003|03-013
240037312061008|003|03-013
240037312061009|003|03-013
240037312061010|003|03-013
240037312061011|003|03-013
240037312061012|003|03-010
240037312061013|003|03-013
240037312061014|003|03-013
240037312061015|003|03-010
240037312061016|003|03-013
240037312062000|003|03-010
240037312062001|003|03-010
240037312062002|003|03-010
240037312062003|003|03-010
240037312062004|003|03-010
240037312062005|003|03-010
240037312062006|003|03-010
240037312062007|003|03-010
240037312062008|003|03-010
240037312062009|003|03-010
240037312062010|003|03-010
240037312062011|003|03-010
240037312062012|003|03-010
240037312062013|003|03-010
240037312062014|003|03-010
240037312062015|003|03-010
240037312062016|003|03-010
240037312062017|003|03-010
240037312071000|003|05-010
240037312071001|003|05-010
240037312071002|003|05-010
240037312071003|003|05-034
240037312071004|003|05-010
240037312071005|003|05-010
240037312071006|003|05-010
240037312071007|003|05-010
240037312071008|003|05-034
240037312071009|003|05-034
240037312071010|003|05-034
240037312071011|003|05-034
240037312071012|003|05-034
240037312071013|003|05-034
240037312071014|003|05-034
240037312071015|003|05-034
240037312071016|003|05-034
240037312072000|003|03-009
240037312072001|003|05-031
240037312072002|003|05-031
240037312072003|003|05-031
240037312072004|003|05-031
240037312072005|003|05-034
240037312072006|003|05-034
240037312081000|003|03-009
240037312081001|003|03-009
240037312081002|003|03-009
240037312081003|003|03-009
240037312081004|003|03-009
240037312081005|003|03-009
240037312081006|003|03-009
240037312081007|003|03-009
240037312081008|003|03-009
240037312081009|003|03-009
240037312081010|003|03-009
240037312081011|003|03-009
240037312081012|003|03-009
240037312081013|003|03-009
240037312081014|003|03-009
240037312081015|003|03-009
240037312081016|003|03-009
240037312081017|003|03-009
240037312081018|003|03-009
240037312081019|003|03-009
240037312082000|003|03-023
240037312082001|003|03-023
240037312082002|003|03-023
240037312082003|003|03-023
240037312082004|003|03-023
240037312082005|003|03-023
240037312082006|003|03-023
240037312082007|003|03-023
240037312082008|003|03-023
240037312082009|003|03-023
240037312082010|003|03-023
240037312082011|003|03-023
240037312082012|003|03-023
240037312082013|003|03-023
240037312082014|003|03-023
240037312082015|003|03-023
240037312082016|003|03-023
240037312082017|003|03-023
240037312082018|003|03-023
240037312082019|003|03-023
240037312082020|003|03-023
240037312082021|003|03-023
240037312082022|003|03-023
240037312082023|003|03-023
240037312082024|003|03-023
240037312083000|003|03-022
240037312083001|003|03-022
240037312083002|003|03-022
240037312083003|003|03-022
240037312083004|003|03-022
240037312083005|003|03-022
240037312083006|003|03-022
240037312083007|003|03-022
240037312083008|003|03-022
240037312083009|003|03-023
240037312083010|003|03-023
240037312083011|003|03-023
240037312091000|003|03-004
240037312091001|003|03-005
240037312091002|003|03-005
240037312091003|003|03-005
240037312091004|003|03-005
240037312091005|003|03-005
240037312091006|003|03-005
240037312091007|003|03-005
240037312091008|003|03-004
240037312091009|003|03-004
240037312091010|003|03-005
240037312091011|003|03-005
240037312091012|003|03-005
240037312091013|003|03-005
240037312091014|003|03-005
240037312091015|003|03-005
240037312091016|003|03-005
240037312091017|003|03-005
240037312091018|003|03-005
240037312092000|003|03-005
240037312092001|003|02-020
240037312092002|003|02-020
240037312092003|003|02-020
240037312092004|003|02-020
240037312092005|003|02-020
240037312092006|003|03-005
240037312092007|003|03-005
240037312092008|003|02-020
240037312092009|003|02-020
240037312092010|003|03-005
240037312092011|003|02-020
240037312092012|003|02-020
240037312092013|003|03-005
240037312092014|003|03-005
240037312092015|003|03-005
240037312092016|003|03-005
240037312092017|003|03-005
240037312092018|003|03-005
240037312092019|003|02-020
240037312092020|003|02-020
240037312092021|003|02-020
240037312092022|003|03-009
240037312092023|003|03-009
240037312092024|003|03-009
240037312092025|003|03-005
240037312092026|003|03-005
240037312092027|003|03-009
240037312092028|003|03-009
240037312092029|003|03-009
240037312092030|003|03-005
240037312101000|003|03-022
240037312101001|003|03-022
240037312101002|003|03-022
240037312101003|003|03-022
240037312101004|003|03-022
240037312101005|003|03-022
240037312101006|003|03-022
240037312101007|003|03-022
240037312101008|003|03-022
240037312101009|003|03-004
240037312101010|003|03-004
240037312102000|003|03-022
240037312102001|003|03-022
240037312102002|003|03-022
240037312102003|003|03-005
240037312102004|003|03-005
240037312102005|003|03-005
240037312102006|003|03-005
240037312102007|003|03-022
240037312102008|003|03-022
240037312102009|003|03-022
240037312102010|003|03-022
240037312102011|003|03-022
240037312102012|003|03-022
240037312102013|003|03-022
240037312102014|003|03-022
240037312102015|003|03-017
240037312102016|003|03-017
240037312102017|003|03-017
240037312102018|003|03-005
240037312102019|003|03-005
240037312102020|003|03-022
240037313031000|003|03-015
240037313031001|003|03-015
240037313031002|003|03-015
240037313031003|003|03-015
240037313031004|003|03-015
240037313031005|003|03-010
240037313031006|003|03-010
240037313031007|003|03-010
240037313031008|003|03-010
240037313031009|003|03-015
240037313031010|003|03-015
240037313031011|003|03-010
240037313031012|003|03-015
240037313031013|003|03-015
240037313031014|003|03-015
240037313031015|003|03-015
240037313031016|003|03-015
240037313031017|003|03-010
240037313031018|003|03-010
240037313031019|003|03-010
240037313031020|003|03-010
240037313031021|003|03-010
240037313031022|003|03-015
240037313031023|003|03-015
240037313031024|003|03-015
240037313031025|003|03-015
240037313031026|003|03-015
240037313031027|003|03-015
240037313031028|003|03-015
240037313031029|003|03-010
240037313031030|003|03-010
240037313032000|003|03-011
240037313032001|003|03-011
240037313032002|003|03-015
240037313032003|003|03-011
240037313032004|003|03-011
240037313032005|003|03-011
240037313032006|003|03-011
240037313032007|003|03-011
240037313032008|003|03-015
240037313032009|003|03-015
240037313032010|003|03-011
240037313032011|003|03-015
240037313032012|003|03-015
240037313032013|003|03-015
240037313032014|003|03-015
240037313032015|003|03-015
240037313032016|003|03-015
240037313032017|003|03-015
240037313032018|003|03-015
240037313032019|003|03-015
240037313032020|003|03-015
240037313032021|003|03-015
240037313032022|003|03-015
240037313032023|003|03-015
240037313032024|003|03-015
240037313032025|003|03-015
240037313032026|003|03-015
240037313032027|003|03-015
240037313032028|003|03-015
240037313032029|003|03-015
240037313032030|003|03-015
240037313033000|003|03-011
240037313033001|003|03-011
240037313033002|003|03-018
240037313033003|003|03-018
240037313033004|003|03-018
240037313033005|003|03-018
240037313034000|003|03-011
240037313034001|003|03-018
240037313034002|003|03-011
240037313034003|003|03-011
240037313034004|003|03-011
240037313034005|003|03-011
240037313034006|003|03-011
240037313034007|003|03-011
240037313061000|003|03-019
240037313061001|003|03-019
240037313061002|003|03-019
240037313061003|003|03-012
240037313061004|003|03-019
240037313061005|003|03-012
240037313061006|003|03-019
240037313061007|003|03-019
240037313061008|003|03-019
240037313061009|003|03-012
240037313061010|003|03-012
240037313061011|003|03-012
240037313061012|003|03-012
240037313061013|003|03-012
240037313061014|003|03-012
240037313061015|003|03-012
240037313061016|003|03-012
240037313061017|003|03-012
240037313061018|003|03-012
240037313061019|003|03-012
240037313062000|003|03-019
240037313062001|003|03-019
240037313062002|003|03-019
240037313062003|003|03-019
240037313062004|003|03-019
240037313062005|003|03-019
240037313062006|003|03-019
240037313062007|003|03-019
240037313062008|003|03-019
240037313062009|003|03-019
240037313062010|003|03-019
240037313062011|003|03-019
240037313063000|003|03-012
240037313063001|003|03-012
240037313063002|003|03-012
240037313063003|003|03-012
240037313063004|003|03-012
240037313063005|003|03-012
240037313063006|003|03-012
240037313063007|003|03-012
240037313063008|003|03-012
240037313063009|003|03-012
240037313063010|003|03-012
240037313063011|003|03-012
240037313063012|003|03-012
240037313063013|003|03-012
240037313063014|003|03-012
240037313063015|003|03-012
240037313063016|003|03-012
240037313063017|003|03-012
240037313063018|003|03-012
240037313063019|003|03-012
240037313063020|003|03-012
240037313063021|003|03-012
240037313063022|003|03-012
240037313063023|003|03-012
240037313063024|003|03-012
240037313063025|003|03-012
240037313063026|003|03-012
240037313063027|003|03-012
240037313064000|003|03-020
240037313064001|003|03-020
240037313064002|003|03-020
240037313064003|003|03-020
240037313064004|003|03-020
240037313064005|003|03-020
240037313064006|003|03-020
240037313064007|003|03-020
240037313064008|003|03-020
240037313064009|003|03-020
240037313064010|003|03-020
240037313064011|003|03-019
240037313064012|003|03-020
240037313065000|003|03-012
240037313065001|003|03-012
240037313065002|003|03-012
240037313065003|003|03-012
240037313065004|003|03-012
240037313065005|003|03-019
240037313065006|003|03-018
240037313065007|003|03-018
240037313065008|003|03-019
240037313065009|003|03-019
240037313065010|003|03-019
240037313065011|003|03-019
240037313065012|003|03-019
240037313065013|003|03-019
240037313065014|003|03-019
240037313065015|003|03-019
240037313071000|003|03-021
240037313071001|003|03-021
240037313071002|003|03-021
240037313071003|003|03-021
240037313071004|003|03-021
240037313071005|003|03-021
240037313071006|003|03-021
240037313071007|003|03-021
240037313072000|003|03-018
240037313072001|003|03-018
240037313072002|003|03-018
240037313072003|003|03-018
240037313072004|003|03-018
240037313072005|003|03-018
240037313072006|003|03-018
240037313072007|003|03-018
240037313072008|003|03-018
240037313072009|003|03-018
240037313072010|003|03-018
240037313072011|003|03-018
240037313072012|003|03-018
240037313072013|003|03-018
240037313072014|003|03-018
240037313073000|003|03-021
240037313073001|003|03-021
240037313073002|003|03-001
240037313073003|003|03-001
240037313073004|003|03-001
240037313073005|003|03-021
240037313073006|003|03-021
240037313073007|003|03-021
240037313081000|003|03-002
240037313081001|003|03-002
240037313081002|003|03-002
240037313081003|003|03-002
240037313081004|003|03-002
240037313081005|003|03-002
240037313081006|003|03-002
240037313081007|003|03-002
240037313081008|003|03-002
240037313081009|003|03-002
240037313081010|003|03-002
240037313081011|003|03-002
240037313081012|003|03-002
240037313081013|003|03-002
240037313081014|003|03-002
240037313081015|003|03-002
240037313081016|003|03-002
240037313081017|003|03-002
240037313081018|003|03-002
240037313081019|003|03-002
240037313081020|003|03-002
240037313081021|003|03-002
240037313081022|003|03-002
240037313081023|003|03-002
240037313081024|003|03-002
240037313081025|003|03-002
240037313081026|003|03-002
240037313081027|003|03-002
240037313081028|003|03-002
240037313081029|003|03-002
240037313081030|003|03-002
240037313081031|003|03-002
240037313081032|003|03-014
240037313081033|003|03-002
240037313081034|003|03-002
240037313081035|003|03-002
240037313081036|003|03-014
240037313081037|003|03-014
240037313082000|003|03-014
240037313082001|003|03-014
240037313082002|003|03-014
240037313082003|003|03-014
240037313082004|003|03-014
240037313082005|003|03-014
240037313082006|003|03-014
240037313082007|003|03-014
240037313082008|003|03-014
240037313082009|003|03-014
240037313082010|003|03-014
240037313082011|003|03-014
240037313082012|003|03-014
240037313082013|003|03-014
240037313082014|003|03-014
240037313082015|003|03-014
240037313082016|003|03-014
240037313082017|003|03-014
240037313082018|003|03-014
240037313082019|003|03-014
240037313082020|003|03-014
240037313082021|003|03-014
240037313082022|003|03-014
240037313082023|003|03-014
240037313082024|003|03-014
240037313082025|003|03-014
240037313082026|003|03-014
240037313082027|003|03-014
240037313082028|003|03-014
240037313082029|003|03-014
240037313082030|003|03-014
240037313082031|003|03-014
240037313082032|003|03-014
240037313082033|003|03-014
240037313082034|003|03-014
240037313082035|003|03-014
240037313091000|003|03-007
240037313091001|003|03-007
240037313091002|003|03-007
240037313091003|003|03-007
240037313091004|003|03-007
240037313091005|003|03-007
240037313091006|003|03-007
240037313092000|003|03-002
240037313092001|003|03-002
240037313092002|003|03-014
240037313092003|003|03-014
240037313092004|003|03-014
240037313092005|003|03-014
240037313092006|003|03-014
240037313092007|003|03-014
240037313092008|003|03-020
240037313092009|003|03-020
240037313092010|003|03-020
240037313092011|003|03-020
240037313092012|003|03-020
240037313092013|003|03-020
240037313092014|003|03-020
240037313092015|003|03-020
240037313092016|003|03-020
240037313092017|003|03-020
240037313092018|003|03-020
240037313092019|003|03-020
240037313092020|003|03-020
240037313093000|003|03-007
240037313093001|003|03-007
240037313093002|003|03-007
240037313093003|003|03-007
240037313093004|003|03-007
240037313093005|003|03-007
240037313093006|003|03-007
240037313093007|003|03-007
240037313093008|003|03-007
240037313093009|003|03-007
240037313093010|003|03-007
240037313093011|003|03-007
240037313093012|003|03-007
240037313093013|003|03-007
240037313093014|003|03-007
240037313093015|003|03-007
240037313093016|003|03-007
240037313093017|003|03-007
240037313093018|003|03-007
240037313093019|003|03-007
240037313093020|003|03-007
240037313093021|003|03-007
240037313093022|003|03-007
240037313093023|003|03-007
240037313093024|003|03-007
240037313093025|003|03-007
240037313093026|003|03-007
240037313093027|003|03-007
240037313093028|003|03-007
240037313093029|003|03-007
240037313093030|003|03-007
240037313093031|003|03-007
240037313101000|003|03-007
240037313101001|003|03-007
240037313101002|003|03-007
240037313101003|003|03-003
240037313101004|003|03-003
240037313101005|003|03-003
240037313101006|003|03-003
240037313101007|003|03-003
240037313101008|003|03-003
240037313101009|003|03-003
240037313101010|003|03-003
240037313101011|003|03-007
240037313101012|003|03-003
240037313101013|003|03-003
240037313101014|003|03-003
240037313101015|003|03-003
240037313101016|003|03-003
240037313101017|003|03-003
240037313101018|003|03-003
240037313101019|003|03-003
240037313101020|003|03-003
240037313101021|003|03-003
240037313101022|003|03-003
240037313101023|003|03-003
240037313101024|003|03-003
240037313101025|003|03-003
240037313101026|003|03-003
240037313101027|003|03-003
240037313101028|003|03-003
240037313101029|003|03-003
240037313101030|003|03-003
240037313101031|003|03-003
240037313101032|003|03-003
240037313101033|003|03-003
240037313101034|003|03-003
240037313101035|003|03-003
240037313101036|003|03-003
240037313102000|003|03-016
240037313102001|003|03-016
240037313102002|003|03-016
240037313102003|003|03-016
240037313102004|003|03-016
240037313102005|003|03-016
240037313102006|003|03-016
240037313102007|003|03-016
240037313102008|003|03-016
240037313102009|003|03-016
240037313102010|003|03-016
240037313103000|003|03-001
240037313103001|003|03-001
240037313103002|003|03-016
240037313103003|003|03-001
240037313121000|003|03-003
240037313121001|003|03-003
240037313121002|003|03-004
240037313121003|003|03-004
240037313121004|003|03-003
240037313121005|003|03-003
240037313121006|003|03-003
240037313121007|003|03-016
240037313121008|003|03-003
240037313121009|003|03-016
240037313121010|003|03-004
240037313121011|003|03-004
240037313121012|003|03-004
240037313121013|003|03-004
240037313121014|003|03-004
240037313121015|003|03-004
240037313121016|003|03-016
240037313121017|003|03-016
240037313121018|003|03-001
240037313121019|003|03-016
240037313121020|003|03-016
240037313121021|003|03-016
240037313121022|003|03-016
240037313122000|003|03-003
240037313122001|003|03-003
240037313122002|003|03-003
240037313122003|003|03-003
240037313122004|003|03-003
240037313122005|003|03-003
240037313122006|003|03-003
240037313122007|003|03-003
240037313122008|003|03-003
240037313122009|003|03-003
240037313122010|003|03-004
240037313122011|003|03-003
240037313122012|003|03-003
240037313122013|003|03-003
240037313122014|003|03-003
240037313122015|003|03-004
240037313122016|003|03-004
240037313122017|003|03-004
240037313122018|003|03-004
240037313122019|003|03-004
240037313122020|003|03-004
240037313122021|003|03-004
240037313122022|003|03-004
240037313123000|003|03-003
240037313123001|003|03-003
240037313123002|003|03-003
240037313123003|003|03-003
240037313123004|003|03-003
240037313123005|003|03-003
240037313123006|003|03-003
240037313123007|003|03-003
240037313123008|003|03-003
240037313123009|003|03-003
240037313123010|003|03-003
240037313123011|003|03-003
240037313123012|003|03-003
240037313123013|003|03-003
240037313123014|003|03-003
240037313123015|003|03-003
240037313123016|003|03-003
240037313123017|003|03-003
240037313123018|003|03-003
240037313131000|003|03-004
240037313131001|003|03-004
240037313131002|003|03-004
240037313131003|003|03-004
240037313131004|003|03-004
240037313131005|003|03-004
240037313131006|003|03-004
240037313131007|003|03-004
240037313131008|003|03-004
240037313131009|003|03-004
240037313131010|003|03-004
240037313131011|003|03-004
240037313131012|003|03-004
240037313132000|003|03-004
240037313132001|003|03-006
240037313132002|003|03-006
240037313132003|003|03-004
240037313132004|003|03-004
240037313132005|003|03-004
240037313132006|003|03-004
240037313132007|003|03-004
240037313132008|003|03-004
240037313132009|003|03-004
240037313132010|003|03-006
240037313132011|003|03-004
240037401031000|003|01-005
240037401031001|003|01-005
240037401031002|003|01-005
240037401031003|003|01-005
240037401031004|003|01-005
240037401031005|003|01-005
240037401031006|003|01-006
240037401031007|003|01-005
240037401031008|003|01-005
240037401031009|003|01-005
240037401031010|003|01-005
240037401031011|003|01-005
240037401031012|003|01-005
240037401031013|003|01-005
240037401032000|003|01-006
240037401032001|003|01-006
240037401032002|003|01-006
240037401032003|003|01-006
240037401032004|003|01-024
240037401032005|003|01-006
240037401032006|003|01-006
240037401032007|003|01-006
240037401032008|003|01-006
240037401032009|003|01-006
240037401032010|003|01-024
240037401032011|003|01-024
240037401032012|003|01-024
240037401032013|003|01-024
240037401032014|003|01-024
240037401032015|003|01-024
240037401032016|003|01-024
240037401032017|003|01-024
240037401032018|003|01-024
240037401032019|003|01-024
240037401032020|003|01-024
240037401032021|003|01-024
240037401033000|003|01-020
240037401033001|003|01-020
240037401033002|003|01-020
240037401033003|003|01-020
240037401033004|003|01-020
240037401033005|003|01-020
240037401033006|003|01-020
240037401033007|003|01-020
240037401033008|003|01-020
240037401033009|003|01-020
240037401033010|003|01-020
240037401033011|003|01-020
240037401033012|003|01-020
240037401033013|003|01-020
240037401033014|003|01-020
240037401034000|003|01-006
240037401034001|003|01-006
240037401034002|003|01-006
240037401034003|003|01-006
240037401034004|003|01-006
240037401034005|003|01-006
240037401034006|003|01-006
240037401034007|003|01-006
240037401034008|003|01-006
240037401034009|003|01-006
240037401034010|003|01-006
240037401034011|003|01-006
240037401041000|003|01-019
240037401041001|003|01-019
240037401041002|003|01-020
240037401041003|003|01-020
240037401041004|003|01-020
240037401041005|003|01-019
240037401041006|003|01-019
240037401041007|003|01-019
240037401041008|003|01-019
240037401041009|003|01-019
240037401041010|003|01-020
240037401041011|003|01-020
240037401041012|003|01-021
240037401041013|003|01-021
240037401041014|003|01-021
240037401041015|003|01-021
240037401041016|003|01-021
240037401041017|003|01-021
240037401042000|003|01-019
240037401042001|003|01-019
240037401042002|003|01-019
240037401042003|003|01-019
240037401042004|003|01-019
240037401042005|003|01-019
240037401042006|003|01-019
240037401042007|003|01-019
240037401042008|003|01-019
240037401042009|003|01-019
240037401042010|003|01-019
240037401042011|003|01-019
240037401043000|003|01-021
240037401043001|003|01-021
240037401043002|003|01-021
240037401043003|003|01-021
240037401043004|003|01-021
240037401043005|003|01-021
240037401043006|003|01-021
240037401044000|003|01-021
240037401044001|003|01-021
240037401044002|003|01-021
240037401044003|003|01-021
240037401044004|003|01-021
240037401044005|003|01-021
240037401051000|003|01-026
240037401051001|003|01-026
240037401051002|003|01-026
240037401051003|003|01-026
240037401052000|003|01-026
240037401052001|003|01-026
240037401052002|003|01-026
240037401052003|003|01-026
240037401052004|003|01-026
240037401052005|003|01-026
240037401052006|003|01-026
240037401052007|003|01-026
240037401052008|003|01-026
240037401052009|003|01-026
240037401052010|003|01-026
240037401053000|003|01-026
240037401053001|003|01-026
240037401061000|003|01-025
240037401061001|003|01-025
240037401061002|003|01-025
240037401061003|003|01-025
240037401061004|003|01-025
240037401061005|003|01-025
240037401061006|003|01-025
240037401061007|003|01-025
240037401061008|003|01-025
240037401061009|003|01-025
240037401061010|003|01-025
240037401061011|003|01-025
240037401061012|003|01-025
240037401061013|003|01-025
240037401061014|003|01-025
240037401062000|003|01-025
240037401062001|003|01-025
240037401062002|003|01-025
240037401062003|003|01-025
240037401062004|003|01-025
240037401062005|003|01-025
240037401062006|003|01-025
240037401062007|003|01-025
240037401062008|003|01-023
240037401062009|003|01-023
240037401062010|003|01-023
240037401062011|003|01-025
240037401062012|003|01-025
240037401062013|003|01-025
240037401062014|003|01-025
240037401062015|003|01-025
240037401062016|003|01-023
240037401062017|003|01-023
240037401062018|003|01-023
240037401062019|003|01-023
240037401062020|003|01-023
240037401062021|003|01-023
240037401062022|003|01-023
240037401062023|003|01-023
240037401062024|003|01-023
240037401062025|003|01-023
240037401062026|003|01-023
240037401062027|003|01-023
240037401062028|003|01-023
240037401062029|003|01-023
240037401062030|003|01-023
240037401062031|003|01-023
240037401062032|003|01-023
240037401062033|003|01-023
240037401062034|003|01-025
240037401071000|003|01-022
240037401071001|003|01-022
240037401071002|003|01-022
240037401071003|003|01-022
240037401071004|003|01-022
240037401071005|003|01-022
240037401071006|003|01-022
240037401071007|003|01-022
240037401071008|003|01-022
240037401071009|003|01-022
240037401071010|003|01-022
240037401071011|003|01-022
240037401071012|003|01-022
240037401071013|003|01-022
240037401071014|003|01-022
240037401071015|003|01-006
240037401071016|003|01-006
240037401071017|003|01-022
240037401072000|003|01-022
240037401072001|003|01-022
240037401072002|003|01-022
240037401072003|003|01-022
240037401072004|003|01-022
240037401072005|003|01-022
240037401072006|003|01-022
240037401072007|003|01-022
240037401072008|003|01-022
240037401072009|003|01-022
240037401072010|003|01-022
240037401072011|003|01-022
240037401072012|003|01-022
240037401072013|003|01-022
240037401072014|003|01-022
240037401072015|003|01-022
240037401081000|003|01-022
240037401081001|003|01-022
240037401081002|003|01-022
240037401081003|003|01-022
240037401081004|003|01-022
240037401081005|003|01-022
240037401081006|003|01-022
240037401081007|003|01-022
240037401081008|003|01-022
240037401081009|003|01-022
240037401081010|003|01-022
240037401081011|003|01-022
240037401081012|003|01-022
240037401081013|003|01-022
240037401081014|003|01-022
240037401081015|003|01-022
240037401081016|003|01-022
240037401081017|003|01-022
240037401081018|003|01-022
240037401081019|003|01-022
240037401081020|003|01-022
240037401081021|003|01-022
240037401081022|003|01-022
240037401081023|003|01-022
240037401081024|003|01-022
240037401081025|003|01-022
240037401081026|003|01-022
240037401081027|003|01-022
240037401081028|003|01-022
240037401081029|003|01-022
240037401081030|003|01-022
240037401081031|003|01-022
240037401081032|003|01-022
240037401081033|003|01-022
240037401081034|003|01-022
240037401081035|003|01-022
240037401081036|003|01-022
240037401081037|003|01-022
240037401081038|003|01-022
240037401081039|003|01-022
240037401081040|003|01-022
240037401081041|003|01-022
240037401081042|003|01-022
240037401081043|003|01-022
240037401081044|003|01-022
240037401081045|003|01-022
240037402031000|003|02-004
240037402031001|003|02-004
240037402031002|003|02-004
240037402031003|003|02-024
240037402031004|003|02-024
240037402031005|003|02-024
240037402031006|003|02-024
240037402031007|003|02-024
240037402031008|003|02-024
240037402031009|003|02-024
240037402031010|003|02-024
240037402031011|003|02-024
240037402031012|003|02-023
240037402031013|003|02-023
240037402031014|003|02-024
