BLOCKID|DISTRICT
240054015035009|44B
240054015035010|44B
240054015035011|44B
240054015035012|44B
240054015035013|44B
240054015035014|44B
240054015035015|44B
240054015041000|44B
240054015041001|44B
240054015041002|44B
240054015041003|44B
240054015041004|44B
240054015041005|44B
240054015041006|44B
240054015041007|44B
240054015041008|44B
240054015041009|44B
240054015041010|44B
240054015041011|44B
240054015041012|44B
240054015041013|44B
240054015041014|44B
240054015041015|44B
240054015041016|44B
240054015041017|44B
240054015041018|44B
240054015042000|44B
240054015042001|44B
240054015042002|44B
240054015042003|44B
240054015042004|44B
240054015042005|44B
240054015042006|44B
240054015042007|44B
240054015042008|44B
240054015042009|44B
240054015042010|44B
240054015042011|44B
240054015042012|44B
240054015042013|44B
240054015042014|44B
240054015043000|44B
240054015043001|44B
240054015043002|44B
240054015043003|44B
240054015043004|44B
240054015043005|44B
240054015043006|44B
240054015043007|44B
240054015043008|44B
240054015051000|44B
240054015051001|44B
240054015051002|44B
240054015051003|44B
240054015051004|44B
240054015051005|44B
240054015051006|44B
240054015051007|44B
240054015051008|44B
240054015051009|44B
240054015052000|44B
240054015052001|44B
240054015052002|44B
240054015052003|44B
240054015052004|44B
240054015052005|44B
240054015052006|44B
240054015052007|44B
240054015052008|44B
240054015052009|44B
240054015052010|44B
240054015052011|44B
240054015053000|44B
240054015053001|44B
240054015053002|44B
240054015053003|44B
240054015053004|44B
240054015053005|44B
240054015053006|44B
240054015053007|44B
240054015053008|44B
240054015053009|44B
240054015053010|44B
240054015053011|44B
240054015061000|010
240054015061001|010
240054015061002|44B
240054015061003|010
240054015061004|44B
240054015061005|44B
240054015061006|44B
240054015062000|44B
240054015062001|44B
240054015062002|44B
240054015062003|44B
240054015062004|44B
240054015062005|44B
240054015062006|44B
240054015062007|44B
240054015063000|44B
240054015063001|44B
240054015063002|44B
240054015063003|44B
240054015063004|44B
240054015063005|44B
240054015063006|44B
240054015063007|44B
240054015063008|44B
240054015071000|010
240054015071001|010
240054015071002|010
240054015071003|010
240054015071004|010
240054015071005|010
240054015071006|010
240054015071007|010
240054015071008|010
240054015071009|010
240054015071010|010
240054015071011|010
240054015071012|010
240054015071013|010
240054015071014|010
240054015071015|010
240054015071016|010
240054015072000|010
240054015072001|010
240054015072002|010
240054015072003|010
240054015072004|010
240054015072005|010
240054015072006|010
240054015072007|44B
240054015072008|010
240054015072009|010
240054015072010|010
240054015072011|010
240054015072012|010
240054015073000|44B
240054015073001|44B
240054015074000|44B
240054015074001|44B
240054015074002|44B
240054015074003|44B
240054015074004|44B
240054015074005|44B
240054015074006|44B
240054022011000|010
240054022011001|010
240054022011002|010
240054022011003|010
240054022011004|010
240054022011005|010
240054022011006|010
240054022011007|010
240054022011008|010
240054022011009|010
240054022011010|010
240054022011011|010
240054022011012|010
240054022011013|010
240054022011014|010
240054022011015|010
240054022011016|010
240054022011017|010
240054022011018|010
240054022011019|010
240054022011020|010
240054022011021|010
240054022011022|010
240054022011023|010
240054022011024|010
240054022011025|010
240054022012000|010
240054022012001|010
240054022012002|010
240054022012003|010
240054022012004|010
240054022012005|010
240054022012006|010
240054022012007|010
240054022012008|010
240054022012009|010
240054022012010|010
240054022012011|010
240054022012012|010
240054022012013|010
240054022012014|010
240054022012015|010
240054022012016|010
240054022012017|010
240054022012018|010
240054022012019|010
240054022012020|010
240054022021000|010
240054022021001|010
240054022021002|010
240054022021003|010
240054022021004|010
240054022021005|010
240054022021006|010
240054022021007|010
240054022021008|010
240054022021009|44B
240054022021010|010
240054022021011|010
240054022021012|010
240054022021013|44B
240054022021014|44B
240054022021015|44B
240054022021016|44B
240054022021017|44B
240054022021018|44B
240054022021019|44B
240054022021020|44B
240054022021021|44B
240054022021022|44B
240054022021023|44B
240054022021024|010
240054023021000|010
240054023021001|010
240054023021002|010
240054023021003|010
240054023021004|010
240054023021005|010
240054023021006|010
240054023021007|010
240054023021008|010
240054023021009|010
240054023021010|010
240054023021011|010
240054023021012|010
240054023021013|010
240054023021014|010
240054023021015|010
240054023021016|010
240054023021017|010
240054023021018|010
240054023022000|010
240054023022001|010
240054023022002|010
240054023022003|010
240054023022004|010
240054023022005|010
240054023022006|010
240054023022007|010
240054023022008|010
240054023022009|010
240054023023000|010
240054023023001|010
240054023023002|010
240054023023003|010
240054023023004|010
240054023023005|010
240054023023006|010
240054023023007|010
240054023031000|010
240054023031001|010
240054023031002|010
240054023031003|010
240054023031004|010
240054023031005|010
240054023031006|010
240054023032000|010
240054023032001|010
240054023032002|010
240054023032003|010
240054023032004|010
240054023032005|010
240054023032006|010
240054023032007|010
240054023032008|010
240054023032009|010
240054023032010|010
240054023032011|010
240054023032012|010
240054023032013|010
240054023032014|010
240054023032015|010
240054023032016|010
240054023032017|010
240054023032018|010
240054023032019|010
240054023032020|010
240054023033000|010
240054023033001|010
240054023033002|010
240054023033003|010
240054023033004|010
240054023033005|010
240054023033006|010
240054023033007|010
240054023033008|010
240054023033009|010
240054023033010|010
240054023033011|010
240054023033012|010
240054023034000|010
240054023034001|010
240054023034002|010
240054023034003|010
240054023034004|010
240054023034005|010
240054023034006|010
240054023034007|010
240054023034008|010
240054023034009|010
240054023034010|010
240054023034011|010
240054023034012|010
240054023034013|010
240054023035000|010
240054023035001|010
240054023035002|010
240054023035003|010
240054023035004|010
240054023035005|010
240054023035006|010
240054023035007|010
240054023035008|010
240054023035009|010
240054023035010|010
240054023035011|010
240054023035012|010
240054023041000|44B
240054023041001|44B
240054023041002|44B
240054023041003|44B
240054023041004|44B
240054023041005|44B
240054023041006|44B
240054023041007|44B
240054023041008|44B
240054023041009|44B
240054023041010|44B
240054023041011|44B
240054023041012|44B
240054023041013|44B
240054023041014|44B
240054023041015|44B
240054023041016|44B
240054023042000|44B
240054023042001|44B
240054023042002|44B
240054023042003|44B
240054023042004|44B
240054023042005|44B
240054023042006|44B
240054023042007|44B
240054023042008|44B
240054023043000|44B
240054023043001|44B
240054023043002|44B
240054023043003|44B
240054023043004|44B
240054023043005|44B
240054023043006|44B
240054023043007|44B
240054023043008|010
240054023043009|010
240054023043010|010
240054023043011|010
240054023043012|010
240054023043013|010
240054023043014|010
240054023043015|44B
240054023043016|010
240054023043017|010
240054023043018|010
240054023043019|44B
240054023051000|011
240054023051001|011
240054023051002|010
240054023051003|010
240054023051004|010
240054023051005|010
240054023051006|010
240054023051007|010
240054023051008|010
240054023052000|44B
240054023052001|44B
240054023052002|44B
240054023052003|44B
240054023052004|44B
240054023052005|44B
240054023052006|44B
240054023052007|44B
240054023052008|44B
240054023052009|44B
240054023052010|44B
240054023052011|44B
240054023061000|010
240054023061001|010
240054023061002|010
240054023061003|010
240054023061004|010
240054023062000|010
240054023062001|010
240054023062002|010
240054023062003|010
240054023062004|010
240054023062005|010
240054023063000|010
240054023063001|010
240054023063002|010
240054023063003|010
240054023063004|010
240054023063005|010
240054023063006|010
240054023063007|010
240054023063008|010
240054023063009|010
240054023071000|010
240054023071001|010
240054023071002|010
240054023071003|010
240054023071004|010
240054023071005|010
240054023071006|010
240054023071007|010
240054023071008|010
240054023071009|010
240054023072000|010
240054023072001|010
240054023072002|010
240054023072003|010
240054023072004|010
240054023072005|010
240054023072006|010
240054023072007|010
240054023072008|010
240054023072009|010
240054023072010|010
240054023072011|010
240054023072012|010
240054023072013|010
240054023072014|010
240054023072015|010
240054023072016|010
240054023072017|010
240054023072018|010
240054023073000|010
240054023073001|010
240054023073002|010
240054023073003|010
240054023073004|010
240054023073005|010
240054023073006|010
240054023073007|010
240054023073008|010
240054023073009|010
240054023073010|010
240054023073011|010
240054023073012|010
240054023073013|010
240054023073014|010
240054023073015|010
240054023073016|010
240054024031000|44B
240054024031001|44B
240054024031002|44B
240054024031003|44B
240054024031004|44B
240054024031005|44B
240054024031006|44B
240054024032000|44B
240054024032001|44B
240054024032002|44B
240054024032003|44B
240054024032004|44B
240054024032005|44B
240054024032006|44B
240054024032007|44B
240054024032008|44B
240054024032009|44B
240054024032010|44B
240054024032011|44B
240054024032012|44B
240054024032013|44B
240054024041000|44B
240054024041001|44B
240054024041002|44B
240054024041003|44B
240054024041004|44B
240054024041005|44B
240054024041006|44B
240054024041007|44B
240054024041008|44B
240054024041009|44B
240054024042000|44B
240054024042001|44B
240054024042002|44B
240054024043000|44B
240054024043001|44B
240054024043002|44B
240054024043003|44B
240054024043004|44B
240054024043005|44B
240054024043006|44B
240054024043007|44B
240054024043008|44B
240054024043009|44B
240054024043010|44B
240054024043011|44B
240054024043012|44B
240054024051000|44B
240054024051001|44B
240054024051002|44B
240054024051003|44B
240054024051004|44B
240054024051005|44B
240054024051006|44B
240054024051007|44B
240054024051008|44B
240054024051009|44B
240054024051010|44B
240054024051011|44B
240054024051012|44B
240054024051013|44B
240054024051014|44B
240054024051015|44B
240054024051016|44B
240054024052000|44B
240054024052001|44B
240054024052002|44B
240054024052003|44B
240054024052004|44B
240054024052005|44B
240054024052006|44B
240054024052007|44B
240054024052008|44B
240054024052009|44B
240054024071000|010
240054024071001|010
240054024071002|010
240054024071003|010
240054024071004|010
240054024071005|010
240054024071006|010
240054024071007|010
240054024071008|010
240054024071009|010
240054024071010|010
240054024071011|010
240054024071012|010
240054024071013|010
240054024071014|010
240054024071015|010
240054024072000|010
240054024072001|010
240054024072002|010
240054024072003|010
240054024081000|010
240054024081001|010
240054024081002|010
240054024081003|010
240054024081004|010
240054024081005|010
240054024081006|010
240054024082000|010
240054024082001|010
240054024082002|010
240054024082003|010
240054024082004|010
240054024082005|010
240054024091000|010
240054024091001|010
240054024091002|010
240054024091003|010
240054024091004|010
240054024092000|010
240054024092001|010
240054024092002|010
240054024092003|010
240054024092004|010
240054024092005|010
240054024092006|010
240054024092007|010
240054024092008|010
240054024092009|010
240054024092010|010
240054024092011|010
240054024092012|010
240054024092013|010
240054024092014|010
240054024092015|010
240054024092016|010
240054024092017|010
240054025031000|010
240054025031001|010
240054025031002|010
240054025031003|010
240054025032000|010
240054025032001|010
240054025033000|010
240054025033001|010
240054025033002|010
240054025033003|010
240054025033004|010
240054025033005|010
240054025033006|010
240054025033007|010
240054025033008|010
240054025033009|010
240054025033010|010
240054025033011|010
240054025041000|010
240054025041001|010
240054025041002|010
240054025041003|010
240054025041004|010
240054025041005|010
240054025041006|010
240054025041007|010
240054025041008|010
240054025041009|010
240054025041010|010
240054025041011|010
240054025041012|010
240054025041013|010
240054025042000|010
240054025042001|010
240054025042002|010
240054025042003|010
240054025042004|010
240054025042005|010
240054025042006|010
240054025042007|010
240054025042008|010
240054025042009|010
240054025042010|010
240054025042011|010
240054025042012|010
240054025042013|010
240054025042014|010
240054025042015|010
240054025042016|010
240054025042017|010
240054025042018|010
240054025042019|010
240054025051000|010
240054025051001|010
240054025051002|010
240054025051003|010
240054025051004|010
240054025051005|010
240054025051006|010
240054025051007|010
240054025051008|010
240054025051009|010
240054025051010|010
240054025052000|010
240054025052001|010
240054025052002|010
240054025052003|010
240054025052004|010
240054025052005|010
240054025052006|010
240054025052007|010
240054025052008|010
240054025052009|010
240054025052010|010
240054025052011|010
240054025061000|010
240054025061001|010
240054025061002|010
240054025061003|010
240054025061004|010
240054025061005|010
240054025061006|010
240054025061007|010
240054025061008|010
240054025061009|010
240054025061010|010
240054025061011|010
240054025061012|010
240054025061013|010
240054025061014|010
240054025061015|010
240054025061016|010
240054025062000|010
240054025062001|010
240054025062002|010
240054025062003|010
240054025062004|010
240054025062005|010
240054025062006|010
240054025062007|010
240054025062008|010
240054025062009|010
240054025062010|010
240054025062011|010
240054025062012|010
240054025062013|010
240054025062014|010
240054025062015|010
240054025062016|010
240054025062017|010
240054025062018|010
240054025101000|011
240054025101001|011
240054025101002|011
240054025101003|011
240054025101004|011
240054025101005|011
240054025101006|011
240054025101007|011
240054025101008|011
240054025101009|011
240054025102000|011
240054025102001|011
240054025102002|011
240054025102003|011
240054025103000|011
240054025103001|011
240054025103002|011
240054025103003|011
240054025103004|011
240054025103005|011
240054025103006|011
240054025103007|011
240054025103008|011
240054025111000|011
240054025111001|011
240054025111002|011
240054025111003|011
240054025111004|011
240054025111005|011
240054025111006|011
240054025111007|011
240054025112000|011
240054025112001|011
240054025112002|011
240054025112003|011
240054025112004|011
240054025112005|011
240054025112006|011
240054025112007|011
240054025112008|011
240054025112009|011
240054025112010|011
240054025112011|011
240054025112012|011
240054025112013|010
240054025112014|011
240054025112015|011
240054025112016|011
240054025112017|010
240054025112018|011
240054025113000|011
240054025113001|011
240054025113002|011
240054025113003|011
240054025113004|011
240054025113005|011
240054025113006|011
240054025113007|011
240054025113008|011
240054025113009|011
240054026021000|010
240054026021001|010
240054026021002|010
240054026021003|010
240054026021004|010
240054026021005|010
240054026021006|010
240054026021007|010
240054026021008|010
240054026021009|010
240054026021010|010
240054026021011|010
240054026021012|010
240054026021013|010
240054026021014|010
240054026021015|010
240054026022000|010
240054026022001|010
240054026022002|010
240054026022003|010
240054026022004|010
240054026022005|010
240054026022006|010
240054026022007|010
240054026022008|010
240054026022009|010
240054026022010|010
240054026022011|010
240054026031000|010
240054026031001|010
240054026031002|010
240054026031003|010
240054026031004|010
240054026031005|010
240054026031006|010
240054026031007|010
240054026031008|010
240054026031009|010
240054026031010|010
240054026031011|010
240054026031012|010
240054026031013|010
240054026031014|010
240054026031015|010
240054026032000|011
240054026032001|011
240054026032002|011
240054026032003|011
240054026032004|011
240054026032005|010
240054026032006|010
240054026032007|011
240054026032008|010
240054026032009|010
240054026032010|010
240054026032011|010
240054026032012|010
240054026032013|010
240054026032014|010
240054026032015|010
240054026032016|010
240054026032017|010
240054026032018|010
240054026032019|010
240054026032020|010
240054026033000|010
240054026033001|010
240054026033002|010
240054026033003|010
240054026033004|010
240054026033005|010
240054026033006|010
240054026033007|011
240054026033008|011
240054026033009|011
240054026033010|011
240054026041000|011
240054026041001|011
240054026041002|011
240054026041003|011
240054026041004|011
240054026041005|011
240054026041006|011
240054026041007|011
240054026041008|011
240054026041009|011
240054026041010|011
240054026041011|011
240054026041012|011
240054026041013|011
240054026041014|011
240054026041015|011
240054026041016|011
240054026041017|011
240054026041018|011
240054026041019|011
240054026041020|011
240054026041021|011
240054026041022|011
240054026041023|011
240054026042000|011
240054026042001|011
240054026042002|010
240054026042003|010
240054026042004|010
240054026042005|010
240054026042006|010
240054026042007|010
240054026042008|010
240054026042009|010
240054026042010|010
240054026042011|010
240054026042012|010
240054026042013|010
240054026042014|011
240054026042015|011
240054026042016|011
240054026042017|011
240054026042018|011
240054026042019|011
240054026042020|010
240054026042021|010
240054026042022|010
240054026042023|010
240054026042024|011
240054026043000|010
240054026043001|010
240054026043002|010
240054026043003|010
240054026043004|010
240054026043005|010
240054026043006|010
240054026043007|010
240054031001000|44B
240054031001001|44B
240054031001002|44B
240054031001003|44B
240054031001004|44B
240054031001005|44B
240054031001006|44B
240054031001007|44B
240054031001008|44B
240054031001009|44B
240054031001010|44B
240054031001011|44B
240054031001012|44B
240054031001013|44B
240054031002000|44B
240054031002001|44B
240054031002002|44B
240054031002003|44B
240054031002004|44B
240054031002005|44B
240054031002006|44B
240054031002007|44B
240054031002008|44B
240054031002009|44B
240054031002010|44B
240054031002011|44B
240054031002012|44B
240054031002013|44B
240054031002014|44B
240054032011000|44B
240054032011001|44B
240054032011002|44B
240054032011003|44B
240054032011004|44B
240054032011005|44B
240054032011006|44B
240054032011007|44B
240054032011008|44B
240054032011009|44B
240054032011010|44B
240054032011011|44B
240054032011012|44B
240054032011013|44B
240054032011014|44B
240054032011015|44B
240054032011016|44B
240054032011017|44B
240054032011018|44B
240054032011019|44B
240054032011020|44B
240054032011021|44B
240054032011022|44B
240054032011023|44B
240054032011024|44B
240054032011025|44B
240054032011026|44B
240054032011027|44B
240054032011028|44B
240054032011029|44B
240054032012000|44B
240054032012001|44B
240054032012002|44B
240054032012003|44B
240054032012004|44B
240054032012005|44B
240054032012006|44B
240054032012007|44B
240054032012008|44B
240054032012009|44B
240054032012010|44B
240054032012011|44B
240054032012012|44B
240054032012013|44B
240054032012014|44B
240054032021000|44B
240054032021001|44B
240054032021002|44B
240054032021003|44B
240054032021004|44B
240054032021005|44B
240054032021006|44B
240054032021007|44B
240054032021008|44B
240054032021009|44B
240054032021010|44B
240054032021011|44B
240054032021012|44B
240054032021013|44B
240054032021014|44B
240054032021015|44B
240054032021016|44B
240054032021017|44B
240054032021018|44B
240054032021019|44B
240054032021020|44B
240054032021021|44B
240054032021022|44B
240054032021023|44B
240054032021024|44B
240054033001000|011
240054033001001|011
240054033001002|011
240054033001003|011
240054033001004|011
240054033001005|011
240054033001006|011
240054033001007|011
240054033001008|011
240054033001009|011
240054033001010|011
240054033001011|011
240054033001012|011
240054033001013|011
240054033001014|011
240054033001015|011
240054033001016|011
240054033001017|011
240054033002000|011
240054033002001|011
240054033002002|011
240054033002003|011
240054033002004|011
240054033002005|011
240054033002006|011
240054033002007|011
240054033002008|011
240054033002009|011
240054033002010|011
240054033002011|011
240054033002012|011
240054033002013|011
240054033002014|011
240054033002015|011
240054033002016|011
240054033002017|011
240054033002018|011
240054033002019|011
240054033002020|011
240054033002021|011
240054034011000|011
240054034011001|011
240054034011002|011
240054034011003|011
240054034011004|011
240054034011005|011
240054034011006|011
240054034012000|011
240054034012001|011
240054034012002|011
240054034012003|011
240054034012004|011
240054034012005|011
240054034012006|011
240054034012007|011
240054034012008|011
240054034012009|011
240054034012010|011
240054034012011|011
240054034012012|011
240054034012013|011
240054034013000|011
240054034013001|011
240054034013002|011
240054034013003|011
240054034013004|011
240054034013005|011
240054034013006|011
240054034013007|011
240054034013008|011
240054034013009|011
240054034013010|011
240054034013011|011
240054034013012|011
240054034013013|011
240054034021000|011
240054034021001|011
240054034021002|011
240054034021003|011
240054034021004|011
240054034021005|011
240054034021006|011
240054034021007|011
240054034021008|011
240054034021009|011
240054034021010|011
240054034021011|011
240054034021012|011
240054034021013|011
240054034021014|011
240054034021015|011
240054034022000|011
240054034022001|011
240054034022002|011
240054034022003|011
240054034022004|011
240054034022005|011
240054034022006|011
240054034022007|011
240054034022008|011
240054034022009|011
240054034022010|011
240054034023000|011
240054034023001|011
240054034023002|011
240054034023003|011
240054034024000|011
240054034024001|011
240054034024002|011
240054034024003|011
240054034024004|011
240054034024005|011
240054034024006|011
240054034024007|011
240054034024008|011
240054034024009|011
240054034024010|011
240054034024011|011
240054034024012|011
240054034024013|011
240054034024014|011
240054034024015|011
240054034024016|011
240054034024017|011
240054034024018|011
240054035001000|011
240054035001001|011
240054035001002|011
240054035001003|011
240054035001004|011
240054035001005|011
240054035001006|011
240054035001007|011
240054035001008|011
240054035001009|011
240054035001010|011
240054035001011|011
240054035002000|011
240054035002001|011
240054035002002|011
240054035002003|011
240054035002004|011
240054035002005|011
240054035002006|011
240054035002007|011
240054035002008|011
240054035002009|011
240054035002010|011
240054035002011|011
240054035002012|011
240054035002013|011
240054035002014|011
240054035002015|011
240054035002016|011
240054035002017|011
240054035002018|011
240054035002019|011
240054035002020|011
240054035002021|011
240054035003000|011
240054035003001|011
240054035003002|011
240054035003003|011
240054035003004|011
240054035003005|011
240054035003006|011
240054035003007|011
240054035003008|011
240054035003009|011
240054035003010|011
240054035003011|011
240054035003012|011
240054035003013|011
240054035003014|011
240054036011000|011
240054036011001|011
240054036011002|011
240054036011003|011
240054036011004|011
240054036011005|011
240054036011006|011
240054036011007|011
240054036011008|011
240054036011009|011
240054036011010|011
240054036011011|011
240054036011012|011
240054036012000|011
240054036012001|011
240054036012002|011
240054036013000|011
240054036013001|011
240054036013002|011
240054036013003|011
240054036013004|011
240054036013005|011
240054036013006|011
240054036013007|011
240054036013008|011
240054036013009|011
240054036014000|011
240054036021000|011
240054036021001|011
240054036021002|011
240054036021003|011
240054036021004|011
240054036021005|011
240054036021006|011
240054036021007|011
240054036021008|011
240054036021009|011
240054036021010|011
240054036021011|011
240054036021012|011
240054036021013|011
240054036021014|011
240054036021015|011
240054036021016|011
240054036021017|011
240054036021018|011
240054036021019|011
240054036021020|011
240054036021021|011
240054036021022|011
240054036021023|011
240054036021024|011
240054036021025|011
240054036021026|011
240054036021027|011
240054036021028|011
240054036022000|011
240054036022001|011
240054036022002|011
240054036022003|011
240054036023000|011
240054036023001|011
240054036023002|011
240054036023003|011
240054036023004|011
240054036023005|011
240054036023006|011
240054036023007|011
240054036023008|011
240054037021000|011
240054037021001|011
240054037021002|011
240054037021003|011
240054037021004|011
240054037021005|011
240054037021006|011
240054037021007|011
240054037021008|011
240054037021009|011
240054037021010|011
240054037021011|011
240054037021012|011
240054037021013|011
240054037021014|011
240054037022000|011
240054037022001|011
240054037022002|011
240054037022003|011
240054037022004|011
240054037023000|011
240054037023001|011
240054037023002|011
240054037023003|011
240054037023004|011
240054037023005|011
240054037023006|011
240054037023007|011
240054037023008|011
240054037023009|011
240054037023010|011
240054037023011|011
240054037023012|011
240054037031000|011
240054037031001|011
240054037031002|011
240054037031003|011
240054037031004|011
240054037031005|011
240054037031006|011
240054037031007|011
240054037031008|011
240054037031009|011
240054037031010|011
240054037031011|011
240054037031012|011
240054037031013|011
240054037031014|011
240054037032000|011
240054037032001|011
240054037032002|011
240054037032003|011
240054037032004|011
240054037032005|011
240054037041000|011
240054037041001|011
240054037041002|011
240054037041003|011
240054037041004|011
240054037041005|011
240054037041006|011
240054037041007|011
240054037041008|011
240054037041009|011
240054037041010|011
240054037041011|011
240054037041012|011
240054037041013|011
240054037041014|011
240054037041015|011
240054037041016|011
240054037041017|011
240054037041018|011
240054037042000|011
240054037042001|011
240054037042002|011
240054037042003|011
240054037042004|011
240054037042005|011
240054037042006|011
240054037042007|011
240054037042008|011
240054037042009|011
240054037042010|011
240054037042011|011
240054037042012|011
240054037042013|011
240054037042014|011
240054037042015|011
240054037042016|011
240054037042017|011
240054038011000|011
240054038011001|011
240054038011002|011
240054038011003|011
240054038011004|011
240054038011005|011
240054038011006|011
240054038011007|011
240054038011008|011
240054038011009|011
240054038011010|011
240054038011011|011
240054038011012|011
240054038011013|011
240054038011014|011
240054038011015|011
240054038011016|011
240054038011017|011
240054038011018|011
240054038011019|011
240054038011020|011
240054038011021|011
240054038011022|011
240054038021000|011
240054038021001|011
240054038021002|011
240054038021003|011
240054038021004|011
240054038021005|011
240054038021006|011
240054038021007|011
240054038021008|011
240054038021009|011
240054038021010|011
240054038021011|011
240054038021012|011
240054038022000|011
240054038022001|011
240054038022002|011
240054038022003|011
240054038022004|011
240054038022005|011
240054038022006|011
240054038022007|011
240054038022008|011
240054038022009|011
240054038022010|011
240054038022011|011
240054038022012|011
240054038022013|011
240054038022014|011
240054038022015|011
240054038022016|011
240054038022017|011
240054038022018|011
240054038022019|011
240054038022020|011
240054038022021|011
240054038022022|011
240054038031000|011
240054038031001|011
240054038031002|011
240054038031003|011
240054038031004|011
240054038031005|011
240054038031006|011
240054038031007|011
240054038031008|011
240054038031009|011
240054038031010|011
240054038031011|011
240054038031012|011
240054038031013|011
240054038031014|011
240054038031015|011
240054038031016|011
240054038031017|011
240054038031018|011
240054038031019|011
240054038031020|011
240054038031021|011
240054038031022|011
240054038031023|011
240054038031024|011
240054038031025|011
240054038031026|011
240054038032000|011
240054038032001|011
240054038032002|011
240054038032003|011
240054038032004|011
240054038032005|011
240054038032006|011
240054038032007|011
240054038032008|011
240054038032009|011
240054038032010|011
240054038032011|011
240054038032012|011
240054038032013|011
240054038032014|011
240054038032015|011
240054041011000|010
240054041011001|010
240054041011002|010
240054041011003|010
240054041011004|010
240054041011005|010
240054041011006|010
240054041011007|010
240054041011008|010
240054041011009|010
240054041011010|010
240054041011011|010
240054041011012|010
240054041011013|010
240054041011014|010
240054041011015|010
240054041011016|010
240054041011017|010
240054041011018|010
240054041011019|010
240054041011020|010
240054041011021|010
240054041011022|010
240054041011023|010
240054041011024|010
240054041011025|010
240054041012000|010
240054041012001|010
240054041012002|010
240054041012003|010
240054041012004|010
240054041012005|010
240054041012006|010
240054041012007|010
240054041012008|010
240054041012009|010
240054041012010|010
240054041012011|010
240054041012012|010
240054041013000|011
240054041013001|010
240054041013002|010
240054041013003|011
240054041013004|011
240054041013005|011
240054041013006|010
240054041013007|010
240054041013008|010
240054041013009|010
240054041013010|010
240054041013011|010
240054041013012|010
240054041013013|010
240054041013014|010
240054041013015|010
240054041013016|010
240054041013017|010
240054041013018|011
240054041013019|011
240054041013020|011
240054041013021|011
240054041013022|011
240054041013023|011
240054041013024|011
240054041013025|011
240054041013026|011
240054041013027|011
240054041013028|011
240054041013029|011
240054041013030|011
240054041013031|011
240054041013032|011
240054041013033|011
240054041021000|011
240054041021001|010
240054041021002|010
240054041021003|010
240054041021004|010
240054041021005|010
240054041021006|010
240054041021007|011
240054041021008|011
240054041021009|011
240054041021010|011
240054041021011|011
240054041022000|010
240054041022001|010
240054041022002|010
240054041022003|010
240054041022004|010
240054041022005|010
240054041022006|010
240054041022007|010
240054041022008|010
240054041022009|010
240054041022010|010
240054041023000|011
240054041023001|011
240054041023002|011
240054041023003|011
240054041023004|011
240054041023005|011
240054041023006|011
240054041023007|011
240054041023008|011
240054041023009|011
240054041023010|011
240054041023011|011
240054041023012|011
240054041023013|011
240054041023014|011
240054041023015|011
240054041023016|011
240054041023017|011
240054041023018|011
240054041023019|011
240054041023020|011
240054041023021|011
240054041023022|011
240054041023023|011
240054041023024|011
240054041023025|011
240054041023026|011
240054041023027|011
240054041023028|011
240054041023029|011
240054041023030|011
240054042011000|010
240054042011001|010
240054042011002|010
240054042011003|010
240054042011004|010
240054042011005|010
240054042011006|010
240054042012000|010
240054042012001|010
240054042012002|010
240054042012003|010
240054042012004|010
240054042012005|010
240054042012006|010
240054042012007|010
240054042012008|010
240054042012009|010
240054042013000|010
240054042013001|010
240054042013002|010
240054042013003|010
240054042013004|010
240054042013005|010
240054042014000|010
240054042014001|010
240054042014002|010
240054042014003|010
240054042021000|011
240054042021001|011
240054042021002|011
240054042021003|011
240054042021004|011
240054042021005|011
240054042021006|011
240054042021007|011
240054042021008|011
240054042021009|011
240054042021010|011
240054042021011|011
240054042021012|011
240054042022000|011
240054042022001|011
240054042022002|011
240054042022003|011
240054042023000|011
240054042023001|011
240054042023002|011
240054042023003|011
240054042023004|011
240054042023005|011
240054042023006|011
240054042023007|011
240054042023008|011
240054042023009|011
240054042023010|011
240054042023011|011
240054042024000|011
240054042024001|011
240054042024002|011
240054042024003|011
240054042024004|011
240054042024005|011
240054042024006|011
240054042024007|011
240054042025000|011
240054042025001|011
240054042025002|011
240054042025003|011
240054042025004|011
240054042025005|011
240054042025006|011
240054042025007|011
240054042025008|011
240054042025009|011
240054042025010|011
240054044021000|010
240054044021001|010
240054044021002|010
240054044021003|010
240054044021004|010
240054044021005|010
240054044021006|010
240054044021007|010
240054044021008|010
240054044021009|010
240054044021010|010
240054044021011|010
240054044021012|010
240054044021013|010
240054044021014|010
240054044021015|010
240054044021016|010
240054044022000|010
240054044022001|010
240054044022002|010
240054044022003|010
240054044022004|010
240054044022005|010
240054044022006|010
240054044022007|010
240054044023000|010
240054044023001|010
240054044023002|010
240054044023003|010
240054044023004|010
240054044023005|010
240054044023006|010
240054044023007|010
240054044023008|010
240054044023009|010
240054044023010|010
240054044031000|010
240054044031001|010
240054044031002|010
240054044031003|010
240054044031004|010
240054044031005|010
240054044031006|010
240054044031007|010
240054044031008|010
240054044031009|010
240054044031010|010
240054044031011|010
240054044031012|010
240054044032000|010
240054044032001|010
240054044032002|010
240054044032003|010
240054044032004|010
240054044033000|010
240054044033001|010
240054044033002|010
240054044033003|010
240054044033004|010
240054044033005|010
240054044033006|010
240054044041000|010
240054044041001|010
240054044041002|010
240054044041003|010
240054044041004|010
240054044041005|010
240054044041006|010
240054044041007|010
240054044041008|010
240054044041009|010
240054044041010|010
240054044041011|010
240054044041012|010
240054044041013|010
