BLOCKID|PLACEFP
240178508013000|81175
240178508013001|81175
240178508013002|81175
240178508013003|81175
240178508013004|81175
240178508013005|81175
240178508013006|81175
240178508013007|81175
240178508013008|81175
240178508014000|81175
240178508014001|81175
240178508014002|81175
240178508014003|81175
240178508014004|81175
240178508014005|81175
240178508014006|81175
240178508014007|81175
240178508014008|81175
240178508014009|81175
240178508014010|81175
240178508021000|81175
240178508021001|81175
240178508021002|81175
240178508021003|81175
240178508021004|81175
240178508021005|81175
240178508021006|81175
240178508021007|81175
240178508021008|81175
240178508021009|81175
240178508021010|81175
240178508021011|81175
240178508021012|81175
240178508021013|81175
240178508021014|81175
240178508021015|81175
240178508021016|81175
240178508021017|81175
240178508021018|81175
240178508021019|81175
240178508021020|81175
240178508021021|81175
240178508021022|81175
240178508021023|81175
240178508022000|81175
240178508022001|81175
240178508022002|81175
240178508022003|81175
240178508022004|81175
240178508022005|81175
240178508022006|81175
240178508022007|81175
240178508022008|81175
240178508022009|81175
240178508022010|81175
240178508022011|81175
240178508022012|81175
240178508022013|81175
240178508022014|81175
240178508022015|81175
240178508022016|81175
240178508022017|81175
240178508022018|81175
240178508022019|81175
240178508022020|81175
240178508022021|81175
240178508022022|81175
240178508022023|81175
240178508022024|81175
240178508022025|81175
240178508022026|81175
240178508022027|81175
240178508022028|81175
240178508022029|81175
240178508023000|
240178508023001|
240178508023002|
240178508023003|
240178508023004|
240178508023005|
240178508023006|
240178508023007|
240178508023008|
240178508023009|
240178508023010|
240178508023011|
240178508023012|
240178508023013|
240178508023014|
240178508023015|
240178508023016|
240178508023017|
240178508023018|
240178508023019|
240178508023020|
240178508023021|
240178508023022|
240178508023023|
240178508023024|
240178508023025|
240178508023026|
240178508023027|
240178508023028|
240178508023029|
240178508023030|
240178508023031|
240178508023032|
240178508023033|
240178508023034|
240178508023035|
240178508023036|
240178508023037|
240178508023038|
240178508023039|
240178509011000|81175
240178509011001|81175
240178509011002|81175
240178509011003|81175
240178509011004|81175
240178509011005|81175
240178509011006|81175
240178509011007|81175
240178509011008|81175
240178509011009|81175
240178509011010|81175
240178509011011|81175
240178509011012|81175
240178509011013|81175
240178509011014|81175
240178509011015|81175
240178509011016|81175
240178509011017|81175
240178509011018|81175
240178509011019|81175
240178509011020|81175
240178509011021|81175
240178509011022|81175
240178509011023|81175
240178509011024|81175
240178509011025|81175
240178509011026|81175
240178509011027|81175
240178509011028|81175
240178509011029|81175
240178509011030|81175
240178509011031|81175
240178509011032|81175
240178509011033|81175
240178509011034|81175
240178509011035|81175
240178509012000|81175
240178509012001|81175
240178509012002|81175
240178509012003|81175
240178509012004|81175
240178509012005|81175
240178509012006|81175
240178509012007|81175
240178509012008|81175
240178509012009|81175
240178509012010|81175
240178509012011|81175
240178509013000|81175
240178509013001|81175
240178509013002|81175
240178509013003|81175
240178509021000|81175
240178509021001|81175
240178509021002|81175
240178509021003|81175
240178509021004|81175
240178509021005|81175
240178509021006|81175
240178509021007|81175
240178509021008|81175
240178509021009|81175
240178509021010|81175
240178509021011|81175
240178509021012|81175
240178509021013|81175
240178509021014|81175
240178509021015|81175
240178509021016|81175
240178509021017|81175
240178509021018|81175
240178509021019|81175
240178509022000|81175
240178509022001|81175
240178509022002|81175
240178509022003|81175
240178509022004|81175
240178509022005|81175
240178509022006|81175
240178509022007|81175
240178509022008|81175
240178509023000|81175
240178509023001|81175
240178509023002|81175
240178509023003|81175
240178509023004|81175
240178509023005|81175
240178509023006|81175
240178509023007|81175
240178509023008|81175
240178509023009|81175
240178509023010|81175
240178509023011|81175
240178509023012|81175
240178509041000|81175
240178509041001|81175
240178509041002|81175
240178509041003|81175
240178509041004|81175
240178509041005|81175
240178509041006|81175
240178509041007|81175
240178509041008|81175
240178509041009|81175
240178509041010|81175
240178509041011|81175
240178509041012|81175
240178509041013|81175
240178509041014|81175
240178509041015|81175
240178509041016|81175
240178509041017|81175
240178509041018|81175
240178509041019|81175
240178509041020|81175
240178509041021|81175
240178509041022|81175
240178509041023|81175
240178509041024|81175
240178509041025|81175
240178509041026|81175
240178509041027|81175
240178509041028|81175
240178509041029|81175
240178509041030|81175
240178509041031|81175
240178509041032|81175
240178509041033|81175
240178509041034|81175
240178509041035|81175
240178509041036|81175
240178509041037|81175
240178509041038|81175
240178509041039|81175
240178509041040|81175
240178509041041|81175
240178509041042|81175
240178509041043|81175
240178509041044|81175
240178509041045|81175
240178509041046|81175
240178509041047|81175
240178509041048|81175
240178509041049|81175
240178509041050|81175
240178509041051|81175
240178509041052|81175
240178509041053|81175
240178509041054|81175
240178509041055|81175
240178509041056|81175
240178509041057|81175
240178509041058|81175
240178509041059|81175
240178509041060|81175
240178509041061|81175
240178509041062|81175
240178509041063|81175
240178509041064|81175
240178509041065|81175
240178509041066|81175
240178509041067|81175
240178509041068|81175
240178509041069|81175
240178509041070|81175
240178509041071|81175
240178509041072|81175
240178509041073|81175
240178509041074|81175
240178509041075|81175
240178509041076|81175
240178509041077|81175
240178509041078|81175
240178509041079|81175
240178509041080|81175
240178509041081|81175
240178509041082|81175
240178509041083|81175
240178509041084|81175
240178509041085|81175
240178509041086|81175
240178509041087|81175
240178509041088|81175
240178509041089|81175
240178509041090|81175
240178509042000|81175
240178509042001|81175
240178509042002|81175
240178509042003|81175
240178509042004|81175
240178509042005|81175
240178509042006|81175
240178509042007|81175
240178509042008|81175
240178509042009|81175
240178509043000|
240178509043001|
240178509043002|
240178509043003|
240178509043004|
240178509043005|
240178509043006|
240178509043007|
240178509043008|
240178509043009|
240178509043010|
240178509043011|
240178509043012|
240178509043013|
240178509043014|
240178509043015|
240178509043016|
240178509043017|
240178509043018|
240178509043019|
240178509043020|
240178509043021|
240178509043022|
240178509051000|81175
240178509051001|81175
240178509051002|81175
240178509051003|81175
240178509051004|81175
240178509051005|81175
240178509052000|81175
240178509052001|81175
240178509052002|81175
240178509052003|81175
240178509061000|81175
240178509061001|81175
240178509061002|81175
240178509061003|81175
240178509061004|81175
240178509061005|81175
240178509062000|81175
240178509063000|81175
240178509063001|81175
240178509063002|81175
240178509063003|81175
240178509063004|81175
240178510011000|
240178510011001|
240178510011002|
240178510011003|
240178510011004|
240178510011005|
240178510011006|
240178510011007|45750
240178510011008|45750
240178510011009|
240178510011010|45750
240178510011011|
240178510011012|
240178510011013|
240178510011014|45750
240178510011015|45750
240178510011016|45750
240178510011017|45750
240178510011018|45750
240178510011019|45750
240178510011020|
240178510011021|45750
240178510011022|45750
240178510011023|45750
240178510011024|45750
240178510011025|
240178510011026|45750
240178510012000|45750
240178510012001|45750
240178510012002|
240178510012003|
240178510012004|45750
240178510012005|45750
240178510012006|45750
240178510012007|45750
240178510012008|45750
240178510012009|45750
240178510012010|45750
240178510012011|45750
240178510012012|45750
240178510012013|45750
240178510012014|45750
240178510012015|
240178510012016|45750
240178510012017|45750
240178510012018|
240178510012019|45750
240178510012020|45750
240178510012021|45750
240178510012022|45750
240178510012023|
240178510012024|45750
240178510012025|45750
240178510012026|
240178510012027|
240178510012028|
240178510012029|
240178510012030|
240178510012031|
240178510012032|63225
240178510012033|
240178510012034|
240178510012035|
240178510012036|
240178510012037|
240178510012038|45750
240178510012039|
240178510012040|
240178510012041|45750
240178510012042|45750
240178510031000|
240178510031001|45750
240178510031002|45750
240178510031003|45750
240178510031004|45750
240178510031005|45750
240178510031006|45750
240178510031007|45750
240178510031008|45750
240178510031009|45750
240178510031010|45750
240178510031011|45750
240178510031012|
240178510031013|
240178510031014|45750
240178510031015|45750
240178510031016|45750
240178510031017|45750
240178510031018|45750
240178510031019|45750
240178510031020|45750
240178510031021|
240178510031022|
240178510031023|45750
240178510031024|45750
240178510031025|
240178510032000|
240178510032001|
240178510032002|45750
240178510032003|45750
240178510032004|
240178510032005|45750
240178510032006|45750
240178510032007|45750
240178510032008|45750
240178510032009|45750
240178510032010|45750
240178510032011|45750
240178510032012|45750
240178510032013|45750
240178510032014|45750
240178510032015|45750
240178510032016|
240178510032017|
240178510032018|
240178510032019|45750
240178510032020|
240178510032021|
240178510032022|45750
240178510032023|
240178510032024|
240178510032025|
240178510032026|45750
240178510032027|45750
240178510032028|45750
240178510032029|45750
240178510032030|
240178510032031|
240178510032032|
240178510032033|
240178510032034|
240178510032035|
240178510032036|
240178510032037|
240178510032038|
240178510032039|
240178510032040|
240178510032041|
240178510032042|
240178510032043|
240178510032044|
240178510032045|
240178510032046|45750
240178510032047|
240178510032048|
240178510041000|45750
240178510041001|45750
240178510041002|45750
240178510041003|45750
240178510041004|45750
240178510041005|45750
240178510041006|45750
240178510041007|45750
240178510041008|45750
240178510041009|45750
240178510041010|45750
240178510041011|45750
240178510041012|45750
240178510041013|45750
240178510041014|45750
240178510041015|45750
240178510041016|45750
240178510041017|
240178510041018|45750
240178510041019|45750
240178510041020|
240178510041021|
240178510041022|
240178510042000|
240178510042001|
240178510042002|
240178510042003|45750
240178510042004|45750
240178510042005|45750
240178510042006|45750
240178510042007|45750
240178510042008|45750
240178510042009|45750
240178510042010|45750
240178510042011|45750
240178510042012|45750
240178510042013|45750
240178510042014|45750
240178510042015|45750
240178510042016|45750
240178510042017|45750
240178510042018|45750
240178510042019|45750
240178510042020|45750
240178510042021|45750
240178510042022|45750
240178510042023|45750
240178510042024|45750
240178510042025|
240178510042026|45750
240178510042027|45750
240178510042028|45750
240178510042029|45750
240178510042030|45750
240178510042031|45750
240178510042032|45750
240178510042033|45750
240178510042034|45750
240178510042035|45750
240178510042036|45750
240178510043000|81175
240178510043001|81175
240178510043002|
240178510043003|
240178510043004|
240178510043005|81175
240178510043006|81175
240178510043007|81175
240178510043008|81175
240178510043009|
240178510043010|
240178510043011|45750
240178510043012|
240178510043013|
240178510043014|
240178510043015|
240178510043016|
240178510043017|
240178510043018|
240178510043019|45750
240178510043020|45750
240178510043021|
240178510043022|45750
240178510043023|45750
240178510043024|45750
240178510043025|45750
240178510043026|
240178510043027|
240178510043028|
240178510043029|
240178510043030|81175
240178510043031|
240178510043032|45750
240178510043033|45750
240178510043034|
240178510043035|
240178510043036|
240178510043037|45750
240178510043038|45750
240178510043039|45750
240178510043040|45750
240178510043041|45750
240178510043042|45750
240178510043043|45750
240178510043044|45750
240178510043045|45750
240178510043046|45750
240178510043047|45750
240178510043048|45750
240178510043049|45750
240178510043050|45750
240178510043051|
240178510043052|45750
240178510043053|45750
240178510043054|45750
240178510043055|45750
240178510043056|45750
240178510043057|45750
240178510043058|45750
240178510043059|45750
240178510043060|45750
240178510043061|45750
240178510043062|45750
240178511001000|
240178511001001|
240178511001002|
240178511001003|
240178511001004|
240178511001005|
240178511001006|
240178511001007|
240178511001008|
240178511001009|
240178511001010|
240178511001011|
240178511001012|
240178511001013|
240178511001014|
240178511001015|
240178511001016|
240178511001017|
240178511001018|
240178511001019|
240178511001020|
240178511001021|
240178511001022|
240178511001023|
240178511001024|
240178511001025|
240178511001026|
240178511001027|
240178511001028|
240178511001029|
240178511001030|
240178511001031|
240178511001032|
240178511001033|
240178511001034|
240178511001035|
240178511001036|
240178511001037|
240178511001038|
240178511001039|
240178511001040|
240178511002000|
240178511002001|
240178511002002|
240178511002003|
240178511002004|
240178511002005|
240178511002006|
240178511002007|
240178511002008|
240178511002009|
240178511002010|
240178511002011|
240178511002012|
240178511002013|
240178511002014|
240178511002015|
240178511002016|
240178511002017|
240178511002018|
240178511002019|
240178511002020|
240178511002021|
240178511002022|
240178511002023|63225
240178511002024|63225
240178511002025|
240178511002026|
240178511002027|
240178511002028|
240178511002029|
240178511002030|
240178511002031|
240178511002032|
240178511002033|
240178511002034|
240178511002035|
240178511002036|
240178511002037|
240178511002038|
240178511002039|
240178512001000|
240178512001001|
240178512001002|
240178512001003|
240178512001004|
240178512001005|
240178512001006|
240178512001007|
240178512001008|
240178512001009|
240178512001010|
240178512001011|
240178512001012|
240178512001013|
240178512001014|
240178512001015|
240178512001016|
240178512001017|
240178512001018|
240178512001019|18200
240178512001020|18200
240178512001021|
240178512001022|
240178512001023|
240178512001024|67500
240178512001025|67500
240178512001026|67500
240178512001027|
240178512001028|
240178512001029|
240178512001030|18200
240178512001031|18200
240178512001032|18200
240178512001033|67500
240178512002000|
240178512002001|
240178512002002|18200
240178512002003|18200
240178512002004|18200
240178512002005|18200
240178512002006|18200
240178512002007|18200
240178512002008|18200
240178512002009|18200
240178512002010|18200
240178512002011|18200
240178512002012|18200
240178512002013|18200
240178512002014|18200
240178512002015|18200
240178512002016|18200
240178512002017|18200
240178512002018|18200
240178512002019|18200
240178512002020|18200
240178512002021|18200
240178512002022|18200
240178512002023|18200
240178512002024|18200
240178512002025|18200
240178512002026|18200
240178512002027|18200
240178512002028|18200
240178512002029|18200
240178512002030|18200
240178512002031|18200
240178512002032|18200
240178512002033|18200
240178512002034|18200
240178512002035|18200
240178512002036|18200
240178512002037|18200
240178512002038|18200
240178512002039|
240178512002040|
240178512002041|18200
240178512002042|18200
240178512002043|18200
240178512002044|18200
240178512002045|18200
240178512002046|18200
240178512002047|18200
240178512002048|18200
240178512003000|
240178512003001|
240178512003002|
240178512003003|
240178512003004|
240178512003005|
240178512003006|
240178512003007|
240178512003008|
240178512003009|
240178512003010|
240178512003011|
240178512003012|
240178512003013|
240178512003014|
240178512003015|
240178512003016|
240178512003017|
240178512003018|
240178512003019|
240178512003020|
240178512003021|
240178512003022|
240178512003023|
240178512003024|
240178512003025|
240178512003026|
240178512003027|
240178512003028|
240178512003029|
240178512003030|
240178512003031|
240178512003032|
240178512003033|
240178512003034|
240178512003035|
240178512003036|
240178512003037|
240178512003038|
240178512003039|
240178512003040|
240178512003041|
240178512003042|
240178512003043|
240178512003044|
240178512003045|
240178512003046|
240178512003047|
240178512003048|
240178512003049|
240178512003050|
240178512003051|
240178512003052|
240178512003053|
240178512003054|
240178512003055|
240178512003056|
240178512004000|
240178512004001|
240178512004002|
240178512004003|
240178512004004|
240178512004005|
240178512004006|
240178512004007|
240178512004008|
240178512004009|
240178512004010|
240178512004011|
240178512004012|
240178512004013|
240178512004014|
240178512004015|
240178512004016|
240178512004017|
240178512004018|
240178512004019|
240178512004020|
240178512004021|
240178512004022|
240178512004023|
240178512004024|
240178512004025|
240178512004026|
240178512004027|
240178512004028|
240178512004029|
240178512004030|
240178512004031|
240178512004032|
240178512004033|
240178512004034|
240178512004035|
240178512004036|
240178512004037|
240178512004038|
240178512004039|
240178512004040|
240178512004041|
240178512004042|
240178512004043|
240178512004044|
240178512004045|
240178512004046|
240178512004047|
240178512004048|
240178512004049|
240178512004050|
240178512004051|
240178512004052|
240178513011000|
240178513011001|
240178513011002|
240178513011003|
240178513011004|
240178513011005|
240178513011006|
240178513011007|
240178513011008|
240178513011009|
240178513011010|
240178513011011|
240178513011012|
240178513011013|
240178513011014|
240178513011015|
240178513011016|
240178513011017|
240178513011018|
240178513011019|
240178513011020|
240178513011021|
240178513011022|
240178513011023|
240178513011024|
240178513011025|
240178513011026|
240178513011027|
240178513011028|
240178513011029|
240178513011030|
240178513011031|
240178513011032|
240178513011033|
240178513011034|
240178513011035|
240178513011036|
240178513011037|
240178513011038|
240178513011039|
240178513011040|
240178513011041|
240178513011042|
240178513011043|
240178513011044|
240178513011045|
240178513011046|
240178513011047|
240178513011048|
240178513011049|
240178513011050|
240178513011051|
240178513011052|
240178513012000|
240178513012001|
240178513012002|
240178513012003|
240178513012004|
240178513012005|
240178513012006|
240178513012007|
240178513012008|
240178513012009|
240178513012010|
240178513012011|
240178513012012|
240178513012013|
240178513012014|
240178513012015|
240178513012016|
240178513012017|
240178513012018|
240178513012019|
240178513012020|
240178513012021|
240178513012022|
240178513012023|
240178513012024|
240178513012025|
240178513012026|
240178513012027|
240178513012028|
240178513012029|
240178513012030|
240178513012031|
240178513012032|
240178513012033|
240178513012034|
240178513012035|
240178513012036|
240178513012037|
240178513012038|
240178513012039|
240178513012040|
240178513012041|
240178513012042|
240178513012043|
240178513012044|
240178513012045|
240178513012046|
240178513012047|
240178513021000|
240178513021001|
240178513021002|
240178513021003|10950
240178513021004|10950
240178513021005|10950
240178513021006|
240178513021007|
240178513021008|
240178513021009|
240178513021010|10950
240178513021011|10950
240178513021012|10950
240178513021013|
240178513021014|
240178513021015|
240178513021016|
240178513021017|
240178513021018|
240178513021019|
240178513021020|
240178513021021|
240178513021022|
240178513021023|
240178513021024|
240178513021025|
240178513021026|
240178513021027|
240178513021028|
240178513021029|
240178513021030|
240178513021031|
240178513021032|
240178513022000|40700
240178513022001|40700
240178513022002|40700
240178513022003|40700
240178513022004|40700
240178513022005|40700
240178513022006|40700
240178513022007|40700
240178513022008|40700
240178513022009|40700
240178513022010|
240178513022011|
240178513022012|
240178513022013|
240178513022014|
240178513022015|
240178513022016|40700
240178513022017|
240178513023000|
240178513023001|
240178513023002|
240178513023003|
240178514011000|
240178514011001|
240178514011002|
240178514011003|
240178514011004|
240178514011005|
240178514011006|
240178514011007|
240178514011008|
240178514011009|
240178514011010|
240178514011011|
240178514011012|
240178514011013|
240178514011014|
240178514011015|
240178514011016|
240178514011017|
240178514011018|
240178514011019|
240178514011020|
240178514012000|
240178514012001|
240178514012002|
240178514012003|
240178514012004|
240178514012005|
240178514012006|
240178514012007|
240178514012008|
240178514012009|40700
240178514012010|
240178514012011|
240178514012012|
240178514012013|40700
240178514012014|40700
240178514021000|40700
240178514021001|40700
240178514021002|40700
240178514021003|40700
240178514021004|40700
240178514021005|40700
240178514021006|40700
240178514021007|40700
240178514021008|40700
240178514021009|40700
240178514021010|40700
240178514021011|40700
240178514021012|40700
240178514021013|40700
240178514021014|40700
240178514021015|40700
240178514021016|40700
240178514021017|40700
240178514021018|40700
240178514021019|40700
240178514021020|40700
240178514021021|40700
240178514021022|40700
240178514022000|
240178514022001|
240178514022002|
240178514022003|
240178514022004|
240178514022005|
240178514022006|
240178514022007|
240178514022008|06550
240178514022009|06550
240178514022010|06550
240178514022011|06550
240178514022012|06550
240178514022013|06550
240178514022014|
240178514022015|
240178514022016|
240178514031000|
240178514031001|
240178514031002|
240178514031003|
240178514031004|
240178514031005|
240178514031006|
240178514031007|
240178514031008|
240178514031009|
240178514031010|
240178514031011|
240178514031012|
240178514031013|
240178514031014|
240178514031015|
240178514031016|
240178514031017|
240178514031018|
240178514031019|
240178514031020|
240178514031021|
240178514031022|
240178514031023|
240178514031024|
240178514031025|
240178514031026|
240178514031027|
240178514031028|
240178514031029|
240178514031030|
240178514031031|
240178514031032|10950
240178514031033|10950
240178514031034|10950
240178514031035|10950
240178514031036|10950
240178514031037|
240178514031038|10950
240178514031039|
240178514031040|10950
240178514031041|10950
240178515011000|81175
240178515011001|81175
240178515011002|81175
240178515011003|81175
240178515011004|81175
240178515011005|81175
240178515012000|81175
240178515012001|81175
240178515012002|81175
240178515012003|81175
240178515012004|81175
240178515012005|81175
240178515012006|81175
240178515012007|81175
240178515012008|81175
240178515012009|81175
240178515012010|81175
240178515012011|81175
240178515012012|81175
240178515012013|81175
240178515012014|81175
240178515012015|81175
240178515012016|81175
240178515012017|81175
240178515012018|81175
240178515012019|81175
240178515021000|81175
240178515021001|81175
240178515021002|81175
240178515021003|81175
240178515021004|81175
240178515021005|81175
240178515021006|81175
240178515021007|81175
240178515021008|81175
240178515021009|81175
240178515021010|81175
240178515021011|81175
240178515021012|81175
240178515021013|81175
240178515021014|81175
240178515021015|81175
240178515021016|81175
240178515021017|81175
240178515021018|81175
240178515021019|81175
240178515021020|81175
240178515021021|81175
240178515022000|81175
240178515022001|81175
240178515022002|81175
240178515022003|81175
240178515022004|81175
240178515022005|81175
240178515022006|81175
240178515022007|81175
240178515022008|81175
240178515022009|81175
240178515022010|81175
240178515022011|81175
240179900000001|
240179900000002|
240179900000003|
240179900000004|
240179900000005|
240179900000006|
240179900000007|
240179900000008|
240179900000009|
240179900000010|
240179900000011|
240179900000012|
240199701001000|
240199701001001|
240199701001002|
240199701001003|
240199701001004|
240199701001005|
240199701001006|
240199701001007|
240199701001008|
240199701001009|
240199701001010|
240199701001011|
240199701001012|
240199701001013|
240199701001014|
240199701001015|
240199701001016|
240199701001017|
240199701001018|
240199701001019|
240199701001020|
240199701001021|
240199701001022|
240199701001023|
240199701001024|
240199701001025|
240199701001026|
240199701001027|
240199701001028|
240199701001029|
240199701001030|
240199701001031|
240199701001032|
240199701001033|
240199701001034|
240199701001035|
240199701001036|
240199701001037|
240199701001038|
240199701001039|
240199701001040|
240199701001041|
240199701001042|
240199701001043|
240199701001044|
240199701001045|80600
240199701001046|
240199701001047|
240199701001048|
240199701001049|
240199701001050|
240199701001051|
240199701001052|
240199701001053|
240199701001054|
240199701001055|
240199701001056|
240199701001057|
240199701001058|
240199701001059|
240199701001060|
240199701001061|
240199701001062|
240199701001063|
240199701001064|
240199701001065|
240199701001066|
240199701001067|
240199701001068|
240199701001069|
240199701001070|
240199701001071|
240199701001072|
240199701001073|80600
240199701001074|80600
240199701001075|80600
240199701001076|80600
240199701001077|
240199701001078|
240199701001079|
240199701001080|
240199701001081|
240199701001082|80600
240199701001083|80600
240199701001084|80600
240199701001085|80600
240199701001086|80600
240199701001087|80600
240199701002000|
240199701002001|
240199701002002|
240199701002003|
240199701002004|
240199701002005|
240199701002006|
240199701002007|
240199701002008|
240199701002009|
240199701002010|
240199701002011|
240199701002012|
240199701002013|
240199701002014|
240199701002015|
240199701002016|
240199701002017|
240199701002018|
240199701002019|
240199701002020|
240199701002021|
240199701002022|
240199701002023|
240199701002024|
240199701002025|
240199701002026|
240199701002027|
240199701002028|
240199701002029|
240199701002030|25600
240199701002031|25600
240199701002032|
240199701002033|
240199701002034|
240199701002035|
240199701002036|
240199701002037|
240199701002038|
240199701002039|
240199701002040|
240199701002041|
240199701002042|
240199701002043|
240199701002044|
240199701002045|
240199701002046|
240199701002047|
240199701002048|
240199701002049|
240199701002050|
240199701002051|
240199701002052|31250
240199701002053|31250
240199701002054|31250
240199701002055|31250
240199701002056|31250
240199701002057|
240199701002058|
240199701002059|
240199701002060|
240199701002061|
240199701002062|31250
240199701002063|31250
240199701002064|31250
240199701002065|31250
240199701002066|
240199701002067|
240199701002068|
240199701002069|
240199701002070|
240199701002071|
240199701002072|
240199701002073|
240199701002074|
240199701002075|
240199701002076|
240199701002077|
240199701002078|
240199701002079|
240199701002080|
240199701002081|10575
240199701002082|10575
240199701002083|
240199701002084|
240199701002085|
240199701002086|
240199701002087|
240199701002088|
240199701002089|
240199701002090|
240199701002091|25600
240199701002092|25600
240199701002093|
240199701002094|
240199701002095|
240199701002096|10575
240199701002097|
240199701002098|
240199701002099|
240199701002100|
240199701002101|
240199701002102|
240199701002103|
240199701002104|
240199701002105|
240199701002106|
240199701002107|
240199701002108|
240199701003000|
240199701003001|
240199701003002|
240199701003003|
240199701003004|
240199701003005|
240199701003006|
240199701003007|
240199701003008|
240199701003009|
240199701003010|
240199701003011|
240199701003012|
240199701003013|
240199701003014|
240199701003015|
240199701003016|
240199701003017|
240199701003018|
240199701003019|
240199701003020|
240199701003021|
240199701003022|
240199701003023|
240199701003024|
240199701003025|
240199701003026|
240199701003027|
240199701003028|
240199701003029|
240199702001000|
240199702001001|
240199702001002|
240199702001003|
240199702001004|
240199702001005|
240199702001006|
240199702001007|
240199702001008|
240199702001009|
240199702001010|
240199702001011|
240199702001012|
240199702001013|
240199702001014|
240199702001015|
240199702001016|
240199702001017|
240199702001018|
240199702001019|
240199702001020|
240199702001021|
240199702001022|
240199702001023|
240199702001024|
240199702001025|
240199702001026|
240199702001027|
240199702001028|
240199702001029|
240199702001030|
240199702001031|
240199702001032|
240199702001033|
240199702001034|
240199702001035|
240199702001036|
240199702001037|
240199702001038|
240199702001039|
240199702001040|
240199702001041|
240199702001042|
240199702001043|
240199702001044|
240199702001045|
240199702001046|
240199702001047|
240199702001048|
240199702002000|
240199702002001|
240199702002002|
240199702002003|
240199702002004|
240199702002005|
240199702002006|
240199702002007|
240199702002008|
240199702002009|
240199702002010|
240199702002011|
240199702002012|
240199702002013|
240199702002014|
240199702002015|
240199702002016|
240199702002017|
240199702002018|
240199702002019|
240199702002020|
240199702002021|
240199702002022|
240199702002023|
240199702002024|
240199702002025|
240199702002026|
240199702002027|
240199702002028|
240199702002029|
240199702002030|
240199702002031|
240199702002032|
240199702002033|
240199702002034|
240199702002035|
240199702002036|
240199702002037|
240199702002038|
240199702002039|
240199702002040|
240199702002041|
240199702002042|
240199702002043|
240199702002044|41125
240199702002045|41125
240199702002046|41125
240199702002047|41125
240199702002048|
240199702002049|
240199702002050|
240199702002051|
240199702002052|
240199702002053|
240199702002054|
240199702002055|
240199702002056|
240199702002057|
240199702002058|
240199702002059|
240199702002060|
240199702002061|41125
240199702002062|41125
240199702002063|41125
240199702002064|
240199702002065|
240199702002066|41125
240199702002067|41125
240199702002068|41125
240199702002069|41125
240199702002070|41125
240199702002071|41125
240199702002072|41125
240199702002073|41125
240199702002074|41125
240199702002075|41125
240199702002076|41125
240199702002077|41125
240199702003000|
240199702003001|
240199702003002|
240199702003003|41125
240199702003004|41125
240199702003005|
240199702003006|41125
240199702003007|41125
240199702003008|41125
240199702003009|41125
240199702003010|41125
240199702003011|41125
240199702003012|41125
240199702003013|41125
240199702003014|41125
240199702003015|41125
240199702003016|41125
240199702003017|41125
240199702003018|41125
240199702003019|41125
240199702003020|41125
240199702003021|41125
240199702003022|41125
240199702003023|41125
240199702003024|41125
240199702003025|41125
240199702003026|41125
240199702003027|41125
240199702003028|41125
240199702003029|
240199702003030|
240199702003031|
240199702003032|
240199702003033|
240199702003034|41125
240199702003035|41125
240199702003036|41125
240199702003037|41125
240199702003038|41125
240199702003039|41125
240199702003040|41125
240199702003041|
240199702003042|
240199702003043|
240199702004000|
240199702004001|
240199702004002|
240199702004003|
240199702004004|
240199702004005|
240199702004006|
240199702004007|
240199702004008|
240199702004009|
240199702004010|41125
240199702004011|41125
240199702004012|41125
240199702004013|41125
240199702004014|
240199702004015|
240199702004016|41125
240199702004017|
240199702004018|
240199702004019|41125
240199702004020|
240199702004021|
240199702004022|
240199702004023|41125
240199702004024|41125
240199702004025|41125
240199702004026|41125
240199702004027|41125
240199702004028|41125
240199702004029|
240199702004030|
240199702004031|
240199702004032|
240199702004033|
240199702004034|
240199702004035|
240199702004036|
240199702004037|
240199702004038|
240199702004039|
240199702004040|
240199702004041|
240199702004042|
240199702004043|
240199702004044|
240199702004045|
240199702004046|
240199702004047|
240199702004048|
240199702004049|
240199702004050|
240199702004051|
240199702004052|
240199702004053|
240199702004054|
240199703001000|
240199703001001|
240199703001002|
240199703001003|
240199703001004|
240199703001005|
240199703001006|24450
240199703001007|24450
240199703001008|24450
240199703001009|24450
240199703001010|24450
240199703001011|24450
240199703001012|24450
240199703001013|24450
240199703001014|
240199703001015|
240199703001016|
240199703001017|24450
240199703001018|24450
240199703001019|24450
240199703001020|24450
240199703001021|24450
240199703001022|
240199703001023|
240199703001024|24450
240199703001025|
240199703001026|
240199703001027|24450
240199703001028|24450
240199703001029|24450
240199703001030|24450
240199703001031|24450
240199703001032|
240199703001033|
240199703001034|
240199703001035|
240199703001036|
240199703001037|
240199703001038|
240199703001039|
240199703001040|
240199703001041|
240199703001042|
240199703001043|
240199703001044|
240199703001045|
240199703001046|
240199703001047|
240199703001048|
240199703001049|
240199703001050|
240199703001051|
240199703001052|
240199703002000|
240199703002001|
240199703002002|
240199703002003|
240199703002004|
240199703002005|
240199703002006|
240199703002007|
240199703002008|
240199703002009|
240199703002010|
240199703002011|
240199703002012|
240199703002013|
240199703002014|
240199703002015|
240199703002016|
240199703002017|
240199703002018|
240199703002019|
240199703002020|
240199703002021|
240199703002022|
240199703002023|
240199703002024|
240199703002025|
240199703002026|
240199703002027|
240199703002028|
240199703002029|
240199703002030|
240199703002031|
240199703002032|
240199703002033|
240199703002034|
240199703002035|
240199703002036|
