BLOCKID|PLACEFP
240317002101018|17350
240317002101019|17350
240317002101020|17350
240317002101021|17350
240317002101022|32025
240317002101023|32025
240317002101024|32025
240317002101025|17350
240317002102000|17350
240317002102001|17350
240317002102002|17350
240317002102003|17350
240317002102004|17350
240317002102005|17350
240317002102006|17350
240317002102007|17350
240317002102008|17350
240317002102009|17350
240317002102010|17350
240317002102011|17350
240317002102012|17350
240317002102013|17350
240317002102014|17350
240317002102015|17350
240317002102016|17350
240317002102017|17350
240317002102018|17350
240317002102019|17350
240317002102020|17350
240317002102021|17350
240317002102022|17350
240317002102023|17350
240317002103000|17350
240317002103001|17350
240317002103002|17350
240317002103003|17350
240317002103004|17350
240317002103005|17350
240317002103006|17350
240317002103007|17350
240317002103008|17350
240317002103009|17350
240317002103010|17350
240317002103011|17350
240317002103012|17350
240317002103013|17350
240317002103014|17350
240317002103015|17350
240317002103016|17350
240317002103017|17350
240317002103018|17350
240317002103019|17350
240317002103020|17350
240317002103021|17350
240317002103022|17350
240317002103023|17350
240317002103024|17350
240317002103025|17350
240317002103026|17350
240317002103027|17350
240317002103028|17350
240317002103029|17350
240317002103030|17350
240317002103031|17350
240317002103032|17350
240317002103033|17350
240317002103034|17350
240317002103035|17350
240317002103036|17350
240317002103037|17350
240317002103038|17350
240317002103039|17350
240317002103040|17350
240317002103041|17350
240317002103042|17350
240317002103043|17350
240317002103044|17350
240317003061000|32025
240317003061001|32025
240317003061002|32025
240317003061003|32025
240317003061004|32025
240317003061005|32025
240317003061006|32025
240317003062000|32025
240317003062001|32025
240317003062002|32025
240317003062003|32025
240317003062004|32025
240317003062005|32025
240317003063000|32025
240317003063001|32025
240317003063002|32025
240317003063003|32025
240317003063004|32025
240317003063005|32025
240317003063006|32025
240317003063007|32025
240317003063008|32025
240317003063009|32025
240317003063010|32025
240317003063011|32025
240317003063012|32025
240317003063013|32025
240317003063014|32025
240317003064000|32025
240317003064001|32025
240317003064002|32025
240317003064003|32025
240317003064004|32025
240317003064005|32025
240317003064006|32025
240317003064007|32025
240317003081000|32025
240317003081001|32025
240317003081002|32025
240317003081003|32025
240317003081004|32025
240317003081005|32025
240317003082000|32025
240317003082001|32025
240317003082002|32025
240317003082003|32025
240317003082004|32025
240317003082005|32025
240317003082006|32025
240317003083000|32025
240317003083001|32025
240317003083002|32025
240317003083003|32025
240317003083004|32025
240317003084000|32025
240317003084001|32025
240317003084002|32025
240317003084003|32025
240317003091000|32025
240317003091001|32025
240317003091002|32025
240317003091003|32025
240317003091004|32025
240317003091005|32025
240317003091006|32025
240317003091007|32025
240317003091008|32025
240317003091009|32025
240317003091010|32025
240317003091011|32025
240317003091012|32025
240317003091013|32025
240317003092000|32025
240317003092001|32025
240317003092002|32025
240317003092003|32025
240317003092004|32025
240317003092005|32025
240317003092006|32025
240317003092007|32025
240317003092008|32025
240317003092009|32025
240317003092010|32025
240317003092011|32025
240317003092012|32025
240317003093000|32025
240317003093001|32025
240317003093002|32025
240317003093003|32025
240317003093004|32025
240317003093005|32025
240317003093006|32025
240317003093007|32025
240317003093008|32025
240317003093009|32025
240317003093010|32025
240317003093011|32025
240317003093012|32025
240317003101000|32025
240317003101001|32025
240317003101002|32025
240317003101003|32025
240317003101004|32025
240317003101005|32025
240317003101006|32025
240317003101007|32025
240317003102000|32025
240317003102001|32025
240317003102002|32025
240317003103000|32025
240317003103001|32025
240317003103002|32025
240317003103003|32025
240317003103004|32025
240317003103005|32025
240317003103006|32025
240317003103007|32025
240317003103008|32025
240317003103009|32025
240317003103010|32025
240317003103011|32025
240317003103012|32025
240317003103013|32025
240317003103014|32025
240317003103015|32025
240317003103016|32025
240317003103017|32025
240317003103018|32025
240317003104000|32025
240317003104001|32025
240317003104002|32025
240317003104003|32025
240317003104004|32025
240317003104005|32025
240317003104006|32025
240317003104007|32025
240317003104008|32025
240317003104009|32025
240317003131000|32025
240317003131001|32025
240317003131002|32025
240317003131003|32025
240317003132000|32025
240317003132001|32025
240317003132002|32025
240317003132003|32025
240317003132004|32025
240317003132005|32025
240317003132006|32025
240317003132007|32025
240317003132008|32025
240317003132009|32025
240317003132010|32025
240317003132011|32025
240317003133000|32025
240317003133001|32025
240317003133002|32025
240317003133003|32025
240317003133004|32025
240317003133005|32025
240317003134000|32025
240317003134001|32025
240317003134002|32025
240317003134003|32025
240317003134004|32025
240317003134005|32025
240317003134006|32025
240317003134007|32025
240317003135000|32025
240317003135001|32025
240317003135002|32025
240317003135003|32025
240317003135004|32025
240317003135005|32025
240317003135006|32025
240317003141000|17350
240317003141001|17350
240317003141002|17350
240317003141003|17350
240317003141004|17350
240317003141005|17350
240317003141006|17350
240317003141007|17350
240317003141008|17350
240317003141009|17350
240317003141010|17350
240317003141011|17350
240317003141012|17350
240317003141013|17350
240317003142000|32025
240317003142001|32025
240317003142002|32025
240317003142003|32025
240317003142004|32025
240317003142005|32025
240317003142006|32025
240317003142007|32025
240317003142008|32025
240317003142009|32025
240317003142010|32025
240317003142011|32025
240317003142012|32025
240317003142013|32025
240317003142014|32025
240317003142015|32025
240317003142016|32025
240317003142017|32025
240317003142018|32025
240317003142019|32025
240317003142020|32025
240317003151000|17350
240317003151001|17350
240317003151002|17350
240317003151003|17350
240317003151004|17350
240317003151005|17350
240317003151006|17350
240317003151007|17350
240317003151008|17350
240317003151009|17350
240317003151010|17350
240317003151011|17350
240317003151012|17350
240317003151013|17350
240317003151014|17350
240317003151015|17350
240317003151016|17350
240317003151017|17350
240317003151018|17350
240317003151019|17350
240317003151020|17350
240317003151021|17350
240317003151022|17350
240317003151023|17350
240317003151024|17350
240317003151025|17350
240317003151026|17350
240317003151027|17350
240317003151028|17350
240317003151029|17350
240317003151030|17350
240317003151031|17350
240317003151032|17350
240317003151033|17350
240317003152000|
240317003152001|
240317003152002|
240317003152003|17350
240317003152004|17350
240317003152005|17350
240317003152006|17350
240317003152007|17350
240317003152008|17350
240317003152009|17350
240317003153000|17350
240317003153001|17350
240317003153002|17350
240317003153003|17350
240317003153004|17350
240317003153005|17350
240317003153006|17350
240317003153007|17350
240317003153008|17350
240317003153009|17350
240317003153010|17350
240317003153011|17350
240317003153012|17350
240317003153013|17350
240317003153014|17350
240317003153015|17350
240317003153016|17350
240317003153017|17350
240317003153018|17350
240317003153019|17350
240317003153020|17350
240317003153021|17350
240317003153022|17350
240317003153023|17350
240317003161000|17350
240317003161001|17350
240317003161002|17350
240317003161003|17350
240317003161004|17350
240317003161005|17350
240317003161006|17350
240317003161007|17350
240317003161008|17350
240317003161009|17350
240317003161010|17350
240317003161011|17350
240317003161012|17350
240317003161013|17350
240317003161014|17350
240317003161015|17350
240317003161016|17350
240317003162000|17350
240317003162001|17350
240317003162002|17350
240317003162003|17350
240317003162004|17350
240317003162005|17350
240317003162006|17350
240317003162007|17350
240317003162008|17350
240317003162009|17350
240317003162010|17350
240317003162011|17350
240317003162012|17350
240317003162013|17350
240317003162014|17350
240317003162015|17350
240317003162016|17350
240317003171000|77262
240317003171001|77262
240317003171002|77262
240317003171003|77262
240317003171004|77262
240317003171005|77262
240317003171006|77262
240317003171007|77262
240317003171008|77262
240317003171009|17350
240317003171010|17350
240317003171011|17350
240317003171012|17350
240317003171013|77262
240317003171014|17350
240317003171015|77262
240317003171016|77262
240317003171017|77262
240317003171018|77262
240317003171019|77262
240317003171020|77262
240317003171021|77262
240317003171022|77262
240317003171023|77262
240317003171024|77262
240317003171025|77262
240317003171026|17350
240317003171027|17350
240317003171028|17350
240317003171029|17350
240317003171030|17350
240317003171031|17350
240317003171032|17350
240317003171033|17350
240317003171034|17350
240317003171035|17350
240317003171036|17350
240317003171037|17350
240317003171038|17350
240317003171039|17350
240317003171040|17350
240317003171041|17350
240317003171042|17350
240317003171043|17350
240317003171044|17350
240317003171045|17350
240317003171046|17350
240317003171047|17350
240317003171048|17350
240317003171049|17350
240317003171050|17350
240317003171051|17350
240317003171052|17350
240317003171053|17350
240317003171054|77262
240317003171055|77262
240317003171056|77262
240317003171057|77262
240317003171058|77262
240317003171059|77262
240317003171060|
240317003171061|
240317003171062|
240317003171063|
240317003171064|
240317003171065|
240317003171066|
240317003171067|
240317003171068|
240317003171069|17350
240317003171070|17350
240317003171071|17350
240317003171072|17350
240317003171073|17350
240317003171074|17350
240317003171075|17350
240317003171076|
240317003171077|
240317003171078|
240317003171079|
240317003171080|17350
240317003171081|17350
240317003171082|17350
240317003171083|17350
240317003171084|17350
240317003171085|17350
240317003171086|17350
240317003171087|17350
240317003171088|17350
240317003171089|17350
240317003171090|17350
240317003171091|17350
240317003171092|17350
240317003171093|17350
240317003171094|17350
240317003171095|17350
240317003171096|17350
240317003171097|17350
240317003172000|
240317003172001|
240317003172002|
240317003172003|
240317003172004|
240317003172005|
240317003172006|
240317003172007|
240317003172008|
240317003172009|
240317003172010|
240317003172011|
240317003172012|
240317003172013|
240317003172014|
240317003172015|
240317003172016|
240317003172017|
240317003172018|
240317003172019|
240317003172020|
240317003172021|17350
240317003172022|17350
240317003172023|17350
240317003172024|
240317003172025|17350
240317003172026|17350
240317003172027|17350
240317003172028|17350
240317003181000|
240317003181001|
240317003181002|
240317003181003|
240317003181004|
240317003181005|
240317003181006|
240317003181007|
240317003181008|
240317003181009|17350
240317003181010|17350
240317003181011|
240317003181012|
240317003181013|
240317003181014|17350
240317003181015|17350
240317003181016|
240317003181017|17350
240317003181018|17350
240317003181019|17350
240317003181020|17350
240317003181021|17350
240317003181022|17350
240317003181023|17350
240317003181024|17350
240317003181025|17350
240317003181026|17350
240317003181027|17350
240317003181028|17350
240317003181029|17350
240317003181030|17350
240317003181031|17350
240317003181032|17350
240317003181033|17350
240317003181034|17350
240317003181035|17350
240317003181036|17350
240317003181037|17350
240317003181038|17350
240317004001000|
240317004001001|
240317004001002|
240317004001003|
240317004001004|
240317004001005|
240317004001006|
240317004001007|
240317004001008|
240317004001009|
240317004001010|
240317004001011|
240317004001012|
240317004001013|
240317004001014|
240317004001015|
240317004001016|
240317004001017|
240317004001018|
240317004001019|
240317004001020|
240317004001021|
240317004001022|
240317004001023|
240317004001024|
240317004001025|
240317004001026|
240317004001027|
240317004001028|
240317004001029|
240317004002000|
240317004002001|
240317004002002|
240317004002003|
240317004002004|
240317004002005|
240317004002006|
240317004002007|
240317004002008|
240317004002009|
240317004002010|
240317004002011|
240317004002012|
240317004002013|
240317004002014|
240317004002015|04475
240317004002016|
240317004002017|
240317004002018|
240317004002019|
240317004002020|
240317004002021|04475
240317004002022|
240317004002023|
240317004002024|
240317004002025|
240317004002026|
240317004002027|
240317004002028|
240317004002029|77262
240317004002030|
240317004002031|
240317004002032|
240317004002033|
240317004002034|
240317004002035|77262
240317004002036|
240317004002037|
240317004002038|
240317004002039|
240317004002040|
240317004002041|
240317004002042|
240317004002043|
240317004002044|04475
240317004002045|04475
240317004002046|04475
240317004002047|
240317004002048|
240317004002049|
240317004002050|
240317004002051|
240317005001000|
240317005001001|
240317005001002|
240317005001003|
240317005001004|
240317005001005|
240317005001006|
240317005001007|
240317005001008|
240317005001009|
240317005001010|
240317005001011|
240317005001012|
240317005001013|
240317005001014|
240317005001015|
240317005001016|
240317005001017|
240317005001018|
240317005001019|
240317005001020|
240317005001021|
240317005001022|
240317005001023|
240317005001024|
240317005001025|
240317005001026|
240317005001027|
240317005001028|
240317005001029|
240317005001030|
240317005001031|
240317005001032|
240317005001033|
240317005001034|62850
240317005001035|62850
240317005001036|
240317005001037|
240317005001038|
240317005001039|
240317005001040|
240317005001041|62850
240317005001042|62850
240317005001043|62850
240317005001044|62850
240317005001045|62850
240317005001046|62850
240317005001047|
240317005001048|
240317005001049|
240317005001050|
240317005001051|
240317005001052|
240317005001053|62850
240317005001054|62850
240317005001055|
240317005001056|62850
240317005001057|62850
240317005001058|62850
240317005001059|62850
240317005001060|62850
240317005001061|62850
240317005001062|62850
240317005001063|62850
240317005001064|
240317005001065|
240317005001066|
240317005001067|
240317005001068|
240317005001069|
240317005001070|62850
240317005001071|
240317005001072|
240317005001073|
240317005001074|
240317005001075|
240317005001076|
240317005001077|
240317005001078|
240317005002000|
240317005002001|
240317005002002|62850
240317005002003|62850
240317005002004|62850
240317005002005|62850
240317005002006|62850
240317005002007|62850
240317005002008|62850
240317005002009|62850
240317005002010|62850
240317005002011|62850
240317005002012|62850
240317005002013|62850
240317005002014|62850
240317005002015|
240317005002016|
240317005002017|
240317005002018|
240317005002019|
240317005002020|
240317005002021|
240317005002022|
240317005002023|62850
240317005002024|62850
240317005002025|62850
240317005002026|
240317005002027|
240317005002028|
240317005002029|
240317005002030|
240317005002031|62850
240317005002032|
240317005002033|
240317005002034|
240317005002035|
240317005002036|
240317005002037|
240317005002038|
240317005002039|
240317005002040|
240317005003000|62850
240317005003001|62850
240317005003002|62850
240317005003003|62850
240317005003004|62850
240317005003005|62850
240317005003006|62850
240317005003007|62850
240317005003008|62850
240317005003009|62850
240317005003010|62850
240317005003011|62850
240317005003012|62850
240317005003013|62850
240317005003014|62850
240317005003015|62850
240317005003016|62850
240317005003017|62850
240317005003018|62850
240317005003019|62850
240317005003020|
240317005003021|62850
240317005003022|62850
240317005003023|62850
240317006041000|21825
240317006041001|21825
240317006041002|21825
240317006041003|21825
240317006041004|21825
240317006041005|21825
240317006041006|21825
240317006042000|21825
240317006042001|21825
240317006042002|21825
240317006042003|21825
240317006042004|21825
240317006042005|21825
240317006042006|21825
240317006042007|21825
240317006042008|21825
240317006042009|21825
240317006042010|21825
240317006042011|21825
240317006042012|21825
240317006042013|21825
240317006042014|21825
240317006042015|21825
240317006042016|21825
240317006042017|21825
240317006042018|21825
240317006042019|21825
240317006042020|21825
240317006042021|21825
240317006042022|21825
240317006043000|21825
240317006043001|21825
240317006043002|21825
240317006043003|21825
240317006043004|21825
240317006043005|21825
240317006043006|21825
240317006043007|21825
240317006043008|21825
240317006043009|21825
240317006043010|31175
240317006044000|21825
240317006044001|21825
240317006044002|21825
240317006044003|21825
240317006044004|21825
240317006044005|21825
240317006044006|21825
240317006044007|21825
240317006044008|21825
240317006061000|56875
240317006061001|56875
240317006061002|56875
240317006061003|56875
240317006061004|56875
240317006061005|56875
240317006062000|56875
240317006062001|56875
240317006062002|56875
240317006062003|56875
240317006062004|56875
240317006062005|56875
240317006062006|56875
240317006063000|56875
240317006063001|56875
240317006063002|56875
240317006063003|56875
240317006063004|56875
240317006063005|56875
240317006063006|56875
240317006063007|56875
240317006063008|56875
240317006063009|56875
240317006063010|56875
240317006063011|56875
240317006063012|56875
240317006081000|78650
240317006081001|78650
240317006081002|78650
240317006081003|78650
240317006081004|78650
240317006081005|78650
240317006081006|78650
240317006081007|78650
240317006081008|78650
240317006081009|78650
240317006081010|78650
240317006081011|78650
240317006081012|78650
240317006081013|78650
240317006082000|78650
240317006082001|78650
240317006082002|78650
240317006082003|78650
240317006082004|78650
240317006082005|78650
240317006082006|78650
240317006082007|78650
240317006082008|78650
240317006082009|78650
240317006082010|78650
240317006082011|78650
240317006083000|78650
240317006083001|78650
240317006083002|78650
240317006083003|78650
240317006083004|78650
240317006083005|78650
240317006083006|78650
240317006083007|78650
240317006083008|78650
240317006083009|78650
240317006083010|78650
240317006083011|78650
240317006083012|78650
240317006083013|78650
240317006083014|78650
240317006083015|78650
240317006083016|78650
240317006083017|78650
240317006083018|78650
240317006083019|78650
240317006083020|78650
240317006083021|78650
240317006083022|78650
240317006083023|78650
240317006084000|78650
240317006084001|78650
240317006084002|78650
240317006084003|78650
240317006084004|78650
240317006084005|78650
240317006084006|78650
240317006084007|78650
240317006084008|78650
240317006084009|78650
240317006101000|
240317006101001|
240317006101002|
240317006101003|
240317006101004|
240317006101005|
240317006101006|
240317006101007|
240317006101008|
240317006101009|
240317006101010|
240317006101011|
240317006101012|
240317006101013|
240317006101014|
240317006101015|
240317006101016|
240317006101017|
240317006101018|
240317006101019|31175
240317006101020|31175
240317006101021|31175
240317006101022|
240317006101023|
240317006101024|
240317006101025|
240317006101026|
240317006101027|
240317006101028|
240317006101029|
240317006101030|
240317006101031|
240317006101032|
240317006101033|
240317006101034|
240317006101035|31175
240317006101036|31175
240317006101037|
240317006101038|31175
240317006111000|32025
240317006111001|32025
240317006111002|32025
240317006111003|32025
240317006111004|32025
240317006111005|32025
240317006111006|32025
240317006111007|32025
240317006111008|32025
240317006111009|32025
240317006111010|32025
240317006111011|32025
240317006111012|32025
240317006111013|32025
240317006111014|32025
240317006111015|32025
240317006111016|
240317006111017|
240317006111018|32025
240317006111019|
240317006111020|
240317006111021|
240317006111022|
240317006111023|
240317006111024|
240317006111025|
240317006111026|
240317006111027|32025
240317006111028|
240317006111029|
240317006111030|32025
240317006112000|32025
240317006112001|32025
240317006112002|32025
240317006112003|32025
240317006112004|32025
240317006112005|32025
240317006112006|32025
240317006112007|32025
240317006112008|32025
240317006112009|32025
240317006112010|32025
240317006113000|
240317006113001|
240317006113002|
240317006113003|
240317006113004|32025
240317006113005|32025
240317006113006|
240317006113007|
240317006113008|32025
240317006113009|32025
240317006113010|32025
240317006113011|32025
240317006113012|32025
240317006113013|32025
240317006113014|32025
240317006113015|32025
240317006113016|32025
240317006131000|32025
240317006131001|32025
240317006131002|32025
240317006131003|32025
240317006131004|32025
240317006131005|32025
240317006131006|32025
240317006131007|32025
240317006131008|32025
240317006131009|32025
240317006131010|32025
240317006131011|32025
240317006131012|32025
240317006131013|32025
240317006131014|32025
240317006131015|32025
240317006131016|32025
240317006131017|
240317006131018|
240317006131019|32025
240317006131020|
240317006131021|
240317006131022|
240317006132000|32025
240317006132001|32025
240317006132002|32025
240317006132003|32025
240317006132004|32025
240317006132005|32025
240317006132006|32025
240317006132007|32025
240317006132008|32025
240317006132009|32025
240317006132010|32025
240317006132011|32025
240317006132012|32025
240317006132013|32025
240317006132014|32025
240317006132015|32025
240317006133000|32025
240317006133001|
240317006133002|32025
240317006133003|32025
240317006133004|
240317006133005|
240317006134000|32025
240317006134001|32025
240317006134002|32025
240317006134003|32025
240317006134004|32025
240317006134005|32025
240317006134006|32025
240317006141000|32025
240317006141001|32025
240317006141002|32025
240317006141003|32025
240317006141004|32025
240317006141005|32025
240317006141006|32025
240317006142000|32025
240317006142001|32025
240317006142002|32025
240317006142003|32025
240317006143000|32025
240317006143001|32025
240317006143002|32025
240317006143003|32025
240317006143004|32025
240317006143005|32025
240317006143006|32025
240317006143007|32025
240317006143008|32025
240317006143009|32025
240317006143010|32025
240317006143011|32025
240317006143012|
240317006143013|32025
240317006143014|32025
240317006143015|32025
240317006143016|32025
240317006151000|56875
240317006151001|56875
240317006151002|56875
240317006151003|56875
240317006151004|56875
240317006151005|56875
240317006151006|56875
240317006151007|56875
240317006151008|56875
240317006151009|56875
240317006151010|56875
240317006151011|56875
240317006152000|56875
240317006152001|56875
240317006152002|56875
240317006152003|56875
240317006152004|56875
240317006152005|56875
240317006152006|56875
240317006152007|56875
240317006161000|56875
240317006161001|56875
240317006161002|56875
240317006161003|56875
240317006161004|56875
240317006161005|56875
240317006161006|56875
240317006161007|56875
240317006161008|56875
240317006161009|56875
240317006161010|56875
240317006161011|56875
240317006161012|56875
240317006161013|56875
240317006162000|31175
240317006162001|56875
240317006162002|56875
240317006162003|56875
240317006162004|56875
240317006162005|56875
240317006162006|56875
240317006163000|56875
240317006163001|56875
240317006163002|31175
240317006163003|56875
240317006163004|31175
240317006163005|31175
240317006163006|56875
240317006163007|56875
240317006163008|56875
240317006163009|56875
240317006163010|56875
240317006163011|56875
240317006163012|56875
240317006163013|56875
240317006163014|56875
240317006163015|56875
240317006163016|56875
240317006171000|56875
240317006171001|56875
240317006171002|56875
240317006171003|56875
240317006171004|56875
240317006171005|56875
240317006171006|56875
240317006171007|56875
240317006171008|56875
240317006171009|56875
240317006171010|56875
240317006171011|56875
240317006171012|56875
240317006171013|56875
240317006171014|56875
240317006171015|56875
240317006171016|56875
240317006171017|56875
240317006181000|56875
240317006181001|56875
240317006181002|56875
240317006181003|56875
240317006181004|56875
240317006181005|56875
240317006181006|56875
240317006182000|56875
240317006182001|56875
240317006182002|56875
240317006182003|56875
240317006182004|56875
240317006182005|56875
240317006182006|56875
240317006182007|56875
240317006182008|56875
240317006182009|56875
240317006182010|56875
240317006182011|56875
240317006183000|56875
240317006183001|56875
240317006183002|56875
240317006183003|56875
240317006183004|56875
240317006183005|56875
240317006183006|56875
240317006183007|56875
240317006183008|56875
240317007061000|
240317007061001|
240317007061002|
240317007061003|31175
240317007061004|31175
240317007061005|31175
240317007061006|31175
240317007062000|31175
240317007062001|31175
240317007062002|31175
240317007062003|31175
240317007062004|31175
240317007062005|31175
240317007063000|
240317007063001|
240317007063002|
240317007063003|
240317007063004|31175
240317007063005|31175
240317007063006|31175
240317007063007|31175
240317007063008|31175
240317007063009|31175
240317007063010|31175
240317007063011|31175
240317007063012|31175
240317007063013|31175
240317007063014|31175
240317007063015|31175
240317007063016|
240317007063017|31175
240317007063018|31175
240317007063019|31175
240317007063020|31175
240317007063021|31175
240317007063022|31175
240317007063023|31175
240317007063024|31175
240317007101000|65312
240317007101001|65312
240317007101002|65312
240317007101003|65312
240317007101004|65312
240317007102000|65312
240317007102001|65312
240317007102002|65312
240317007102003|65312
240317007102004|65312
240317007102005|65312
240317007102006|65312
240317007102007|65312
240317007102008|65312
240317007102009|65312
240317007102010|65312
240317007102011|65312
240317007103000|65312
240317007103001|65312
240317007103002|65312
240317007103003|65312
240317007103004|65312
240317007103005|65312
240317007103006|65312
240317007103007|65312
240317007103008|65312
240317007103009|65312
240317007103010|65312
240317007104000|65312
240317007104001|65312
240317007104002|65312
240317007104003|65312
240317007104004|65312
240317007104005|65312
240317007104006|65312
240317007105000|65312
240317007105001|65312
240317007105002|65312
240317007105003|65312
240317007105004|65312
240317007105005|65312
240317007105006|65312
240317007105007|65312
240317007111000|65312
240317007111001|65312
240317007111002|65312
240317007111003|65312
240317007111004|65312
240317007111005|65312
240317007111006|65312
240317007111007|65312
240317007111008|81675
240317007111009|65312
240317007111010|65312
240317007111011|81675
240317007111012|65312
240317007111013|65312
240317007111014|65312
240317007111015|65312
240317007111016|65312
240317007111017|65312
240317007111018|65312
240317007111019|81675
240317007112000|65312
240317007112001|65312
240317007112002|65312
240317007112003|65312
240317007112004|65312
240317007112005|65312
240317007112006|65312
240317007112007|65312
240317007112008|65312
240317007112009|65312
240317007112010|65312
240317007112011|65312
240317007112012|65312
240317007112013|65312
240317007112014|65312
240317007113000|65312
240317007113001|65312
240317007113002|81675
240317007113003|
240317007113004|81675
240317007113005|81675
240317007113006|81675
240317007113007|
240317007113008|81675
240317007113009|81675
240317007113010|81675
240317007113011|81675
240317007113012|81675
240317007113013|81675
240317007113014|81675
240317007113015|81675
240317007113016|81675
240317007113017|81675
240317007113018|81675
240317007113019|81675
240317007113020|81675
240317007113021|81675
240317007113022|81675
240317007113023|81675
240317007113024|81675
240317007113025|81675
240317007113026|81675
240317007113027|
240317007113028|81675
240317007113029|81675
240317007113030|81675
240317007113031|81675
240317007113032|
240317007113033|81675
240317007113034|81675
240317007113035|81675
240317007113036|81675
240317007113037|81675
240317007131000|53325
240317007131001|53325
240317007131002|53325
240317007131003|53325
240317007131004|53325
240317007132000|53325
240317007132001|53325
240317007132002|53325
240317007132003|53325
240317007132004|31175
240317007132005|31175
240317007132006|53325
240317007132007|53325
240317007133000|53325
240317007133001|31175
240317007133002|31175
240317007133003|31175
240317007133004|31175
240317007133005|31175
240317007133006|31175
240317007133007|31175
240317007133008|31175
240317007134000|53325
240317007134001|53325
240317007134002|53325
240317007134003|53325
240317007134004|53325
240317007134005|53325
240317007134006|53325
240317007134007|53325
240317007134008|53325
240317007151000|28512
240317007151001|28512
240317007151002|28512
240317007151003|28512
240317007151004|28512
240317007151005|28512
240317007151006|28512
240317007151007|28512
240317007151008|28512
240317007151009|28512
240317007152000|28512
240317007152001|28512
240317007152002|28512
240317007152003|28512
240317007152004|28512
240317007152005|28512
240317007152006|28512
240317007181000|67675
240317007181001|67675
240317007181002|67675
240317007181003|67675
240317007181004|67675
240317007181005|67675
240317007181006|67675
240317007181007|67675
240317007181008|67675
240317007181009|67675
240317007181010|67675
240317007181011|67675
240317007181012|67675
240317007181013|67675
240317007181014|67675
240317007182000|67675
240317007182001|67675
240317007182002|67675
240317007182003|67675
240317007182004|67675
240317007182005|67675
240317007182006|67675
240317007182007|67675
240317007182008|67675
240317007182009|67675
240317007182010|67675
240317007182011|67675
240317007182012|67675
240317007182013|67675
240317007182014|67675
240317007182015|67675
240317007182016|67675
240317007182017|67675
240317007182018|67675
240317007182019|67675
240317007182020|67675
240317007182021|67675
240317007183000|
240317007183001|
240317007183002|
240317007183003|31175
240317007183004|
240317007183005|31175
240317007183006|
240317007183007|
240317007183008|31175
240317007183009|31175
240317007183010|
240317007183011|31175
240317007183012|31175
240317007183013|
240317007183014|
240317007183015|
240317007184000|65312
240317007184001|
240317007184002|
240317007184003|
240317007184004|
240317007184005|67675
240317007184006|67675
240317007184007|67675
240317007184008|67675
240317007184009|67675
240317007184010|67675
240317007184011|67675
240317007184012|67675
240317007184013|67675
240317007184014|67675
240317007184015|67675
240317007184016|67675
240317007184017|67675
240317007184018|67675
240317007184019|67675
240317007184020|67675
240317007184021|67675
240317007184022|67675
240317007184023|67675
240317007184024|67675
240317007184025|67675
240317007201000|31175
240317007201001|28512
240317007201002|28512
240317007201003|28512
240317007201004|28512
240317007201005|31175
240317007201006|31175
240317007201007|31175
240317007201008|31175
240317007201009|31175
240317007201010|31175
240317007201011|31175
240317007201012|31175
240317007201013|31175
240317007201014|31175
240317007202000|31175
240317007202001|31175
240317007202002|31175
240317007202003|31175
240317007202004|31175
240317007202005|31175
240317007202006|81675
240317007202007|
240317007203000|65312
240317007203001|65312
240317007203002|65312
240317007203003|65312
240317007203004|65312
240317007203005|65312
240317007211000|53325
240317007211001|53325
240317007212000|53325
240317007212001|53325
240317007212002|53325
240317007212003|53325
240317007212004|31175
240317007212005|31175
240317007212006|53325
240317007212007|53325
240317007212008|53325
240317007212009|53325
240317007231000|31175
240317007231001|31175
240317007231002|31175
240317007231003|31175
240317007232000|31175
240317007232001|31175
240317007232002|31175
240317007233000|31175
240317007233001|31175
240317007233002|31175
240317007233003|31175
240317007233004|31175
240317007234000|31175
240317007234001|31175
240317007234002|31175
240317007234003|31175
240317007234004|31175
240317007234005|31175
240317007234006|31175
240317007234007|31175
240317007234008|31175
240317007234009|31175
240317007234010|31175
240317007234011|31175
240317007234012|31175
240317007234013|31175
240317007241000|
240317007241001|
240317007241002|
240317007241003|
240317007241004|
240317007241005|
240317007241006|
240317007241007|
240317007242000|31175
240317007242001|31175
240317007242002|31175
240317007243000|31175
240317007243001|31175
240317007243002|31175
240317007243003|31175
240317007243004|31175
240317007243005|
240317007243006|
240317007243007|
240317007243008|
240317007251000|31175
240317007251001|31175
240317007251002|31175
240317007251003|31175
240317007251004|31175
240317007252000|31175
240317007252001|31175
240317007252002|31175
240317007252003|31175
240317007252004|31175
240317007252005|31175
240317007261000|31175
240317007261001|31175
240317007261002|31175
240317007261003|31175
240317007261004|31175
240317007261005|31175
240317007261006|31175
240317007261007|31175
240317007261008|31175
240317007262000|31175
240317007262001|31175
240317007262002|31175
240317007271000|31175
240317007271001|31175
240317007271002|31175
240317007271003|31175
240317007271004|31175
240317007271005|31175
240317007271006|31175
240317007271007|31175
240317007271008|31175
240317007271009|31175
240317007271010|31175
240317007281000|65312
240317007281001|31175
240317007281002|65312
240317007281003|67675
240317007281004|67675
240317007281005|65312
240317007282000|31175
240317007282001|31175
240317007282002|
240317007282003|31175
240317007282004|
240317007282005|
240317007282006|
240317007282007|
240317007282008|
240317007282009|
240317007282010|
240317007282011|
240317007282012|
240317007282013|31175
240317007282014|31175
240317007282015|31175
240317007282016|
240317007282017|
