BLOCKID|DISTRICT
240010005001041|00030
240010005002000|00030
240010005002001|00030
240010005002002|00030
240010005002003|00030
240010005002004|00030
240010005002005|00030
240010005002006|00030
240010005002007|00030
240010005002008|00030
240010005002009|00030
240010005002010|00030
240010005002011|00030
240010005002012|00030
240010005002013|00030
240010005002014|00030
240010005002015|00030
240010005002016|00030
240010005002017|00030
240010005002018|00030
240010005002019|00030
240010005002020|00030
240010005002021|00030
240010005002022|00030
240010005002023|00030
240010005002024|00030
240010005002025|00030
240010005002026|00030
240010005002027|00030
240010005002028|00030
240010005002029|00030
240010005002030|00030
240010005002031|00030
240010005002032|00030
240010005002033|00030
240010006001000|00030
240010006001001|00030
240010006001002|00030
240010006001003|00030
240010006001004|00030
240010006001005|00030
240010006001006|00030
240010006001007|00030
240010006001008|00030
240010006001009|00030
240010006001010|00030
240010006001011|00030
240010006001012|00030
240010006001013|00030
240010006001014|00030
240010006001015|00030
240010006001016|00030
240010006001017|00030
240010006001018|00030
240010006001019|00030
240010006001020|00030
240010006001021|00030
240010006001022|00030
240010006001023|00030
240010006001024|00030
240010006001025|00030
240010006001026|00030
240010006001027|00030
240010006001028|00030
240010006001029|00030
240010006001030|00030
240010006001031|00030
240010006001032|00030
240010006001033|00030
240010006001034|00030
240010006001035|00030
240010006001036|00030
240010006001037|00030
240010006001038|00030
240010006001039|00030
240010006001040|00030
240010006001041|00030
240010006001042|00030
240010006001043|00030
240010006001044|00030
240010006001045|00030
240010006001046|00030
240010006001047|00030
240010006001048|00030
240010006001049|00030
240010006001050|00030
240010006001051|00030
240010006001052|00030
240010006001053|00030
240010006001054|00030
240010006001055|00030
240010006001056|00030
240010006001057|00030
240010006001058|00030
240010006001059|00030
240010006001060|00030
240010006001061|00030
240010006001062|00030
240010006001063|00030
240010006001064|00030
240010006001065|00030
240010006001066|00030
240010006001067|00030
240010006001068|00030
240010006001069|00030
240010006001070|00030
240010006001071|00030
240010006001072|00030
240010006001073|00030
240010006001074|00030
240010006001075|00030
240010006001076|00030
240010006001077|00030
240010006001078|00030
240010006001079|00030
240010006001080|00030
240010006001081|00030
240010006001082|00030
240010006001083|00030
240010006001084|00030
240010006001085|00030
240010006001086|00030
240010006001087|00030
240010006001088|00030
240010006001089|00030
240010006001090|00030
240010006001091|00030
240010006002000|00030
240010006002001|00030
240010006002002|00030
240010006002003|00030
240010006002004|00030
240010006002005|00030
240010006002006|00030
240010006002007|00030
240010006002008|00030
240010006002009|00030
240010006002010|00030
240010006002011|00030
240010006002012|00030
240010006002013|00030
240010006002014|00030
240010006002015|00030
240010006002016|00030
240010006002017|00030
240010006002018|00030
240010006002019|00030
240010006002020|00030
240010006002021|00030
240010006002022|00030
240010006002023|00030
240010006002024|00030
240010007001000|00030
240010007001001|00030
240010007001002|00030
240010007001003|00030
240010007001004|00030
240010007001005|00030
240010007001006|00030
240010007001007|00030
240010007001008|00030
240010007001009|00030
240010007001010|00030
240010007001011|00030
240010007001012|00030
240010007001013|00030
240010007001014|00030
240010007001015|00030
240010007001016|00030
240010007001017|00030
240010007001018|00030
240010007001019|00030
240010007001020|00030
240010007001021|00030
240010007001022|00030
240010007001023|00030
240010007001024|00030
240010007001025|00030
240010007001026|00030
240010007001027|00030
240010007001028|00030
240010007001029|00030
240010007001030|00030
240010007001031|00030
240010007001032|00030
240010007001033|00030
240010007001034|00030
240010007001035|00030
240010007001036|00030
240010007001037|00030
240010007001038|00030
240010007001039|00030
240010007001040|00030
240010007001041|00030
240010007001042|00030
240010007001043|00030
240010007001044|00030
240010007001045|00030
240010007001046|00030
240010007001047|00030
240010007001048|00030
240010007001049|00030
240010007001050|00030
240010007001051|00030
240010007001052|00030
240010007001053|00030
240010007001054|00030
240010007001055|00030
240010007001056|00030
240010007001057|00030
240010007001058|00030
240010007001059|00030
240010007001060|00030
240010007001061|00030
240010007001062|00030
240010007001063|00030
240010007001064|00030
240010007001065|00030
240010007001066|00030
240010007001067|00030
240010007001068|00030
240010007001069|00030
240010007002000|00030
240010007002001|00030
240010007002002|00030
240010007002003|00030
240010007002004|00030
240010007002005|00030
240010007002006|00030
240010007002007|00030
240010007002008|00030
240010007002009|00030
240010007002010|00030
240010007002011|00030
240010007002012|00030
240010007002013|00030
240010007002014|00030
240010007002015|00030
240010007002016|00030
240010007002017|00030
240010007002018|00030
240010007002019|00030
240010007002020|00030
240010007002021|00030
240010007002022|00030
240010007002023|00030
240010007002024|00030
240010007002025|00030
240010007002026|00030
240010007002027|00030
240010007002028|00030
240010007002029|00030
240010007002030|00030
240010007002031|00030
240010007002032|00030
240010007002033|00030
240010007002034|00030
240010007002035|00030
240010007002036|00030
240010007002037|00030
240010007002038|00030
240010007002039|00030
240010007002040|00030
240010007002041|00030
240010007002042|00030
240010007002043|00030
240010007002044|00030
240010007002045|00030
240010007002046|00030
240010007002047|00030
240010007002048|00030
240010007002049|00030
240010007002050|00030
240010007002051|00030
240010007002052|00030
240010007002053|00030
240010007002054|00030
240010007002055|00030
240010007002056|00030
240010007002057|00030
240010007002058|00030
240010007002059|00030
240010007002060|00030
240010007002061|00030
240010007002062|00030
240010007002063|00030
240010007002064|00030
240010007002065|00030
240010007002066|00030
240010007002067|00030
240010007002068|00030
240010007002069|00030
240010008001000|00030
240010008001001|00030
240010008001002|00030
240010008001003|00030
240010008001004|00030
240010008001005|00030
240010008001006|00030
240010008001007|00030
240010008001008|00030
240010008001009|00030
240010008001010|00030
240010008001011|00030
240010008001012|00030
240010008001013|00030
240010008001014|00030
240010008001015|00030
240010008001016|00030
240010008001017|00030
240010008001018|00030
240010008001019|00030
240010008001020|00030
240010008001021|00030
240010008001022|00030
240010008001023|00030
240010008001024|00030
240010008001025|00030
240010008001026|00030
240010008001027|00030
240010008001028|00030
240010008001029|00030
240010008001030|00030
240010008001031|00030
240010008001032|00030
240010008001033|00030
240010008001034|00030
240010008001035|00030
240010008001036|00030
240010008001037|00030
240010008001038|00030
240010008001039|00030
240010008001040|00030
240010008001041|00030
240010008001042|00030
240010008001043|00030
240010008001044|00030
240010008001045|00030
240010008001046|00030
240010008001047|00030
240010008001048|00030
240010008001049|00030
240010008001050|00030
240010008001051|00030
240010008001052|00030
240010008001053|00030
240010008001054|00030
240010008001055|00030
240010008001056|00030
240010008001057|00030
240010008001058|00030
240010008001059|00030
240010008001060|00030
240010008001061|00030
240010008001062|00030
240010008001063|00030
240010008001064|00030
240010008001065|00030
240010008001066|00030
240010008001067|00030
240010008001068|00030
240010008001069|00030
240010008001070|00030
240010008001071|00030
240010008001072|00030
240010008001073|00030
240010008001074|00030
240010008001075|00030
240010008001076|00030
240010008001077|00030
240010008001078|00030
240010008001079|00030
240010008001080|00030
240010008001081|00030
240010008001082|00030
240010008001083|00030
240010008001084|00030
240010008001085|00030
240010008001086|00030
240010008001087|00030
240010008001088|00030
240010008001089|00030
240010008001090|00030
240010008001091|00030
240010008001092|00030
240010008001093|00030
240010008001094|00030
240010008001095|00030
240010008001096|00030
240010008001097|00030
240010008001098|00030
240010008002000|00030
240010008002001|00030
240010008002002|00030
240010008002003|00030
240010008002004|00030
240010008002005|00030
240010008002006|00030
240010008002007|00030
240010008002008|00030
240010008002009|00030
240010008002010|00030
240010008002011|00030
240010008002012|00030
240010008002013|00030
240010008002014|00030
240010008002015|00030
240010008002016|00030
240010008002017|00030
240010008002018|00030
240010008002019|00030
240010008002020|00030
240010008002021|00030
240010008002022|00030
240010008002023|00030
240010008002024|00030
240010008002025|00030
240010008002026|00030
240010008002027|00030
240010008002028|00030
240010008002029|00030
240010008002030|00030
240010010001000|00030
240010010001001|00030
240010010001002|00030
240010010001003|00030
240010010001004|00030
240010010001005|00030
240010010001006|00030
240010010001007|00030
240010010001008|00030
240010010001009|00030
240010010001010|00030
240010010001011|00030
240010010001012|00030
240010010001013|00030
240010010001014|00030
240010010001015|00030
240010010001016|00030
240010010001017|00030
240010010001018|00030
240010010001019|00030
240010010001020|00030
240010010001021|00030
240010010001022|00030
240010010001023|00030
240010010001024|00030
240010010001025|00030
240010010001026|00030
240010010001027|00030
240010010001028|00030
240010010001029|00030
240010010001030|00030
240010010001031|00030
240010010001032|00030
240010010001033|00030
240010010001034|00030
240010010001035|00030
240010010001036|00030
240010010001037|00030
240010010001038|00030
240010010001039|00030
240010010001040|00030
240010010001041|00030
240010010001042|00030
240010010001043|00030
240010010001044|00030
240010010001045|00030
240010010001046|00030
240010010001047|00030
240010010001048|00030
240010010001049|00030
240010010001050|00030
240010010001051|00030
240010010001052|00030
240010010001053|00030
240010010001054|00030
240010010001055|00030
240010010001056|00030
240010010001057|00030
240010010001058|00030
240010010001059|00030
240010010001060|00030
240010010001061|00030
240010010001062|00030
240010010001063|00030
240010010001064|00030
240010010001065|00030
240010010001066|00030
240010010001067|00030
240010010001068|00030
240010010001069|00030
240010010001070|00030
240010010001071|00030
240010010001072|00030
240010010001073|00030
240010010001074|00030
240010010001075|00030
240010010001076|00030
240010010001077|00030
240010010001078|00030
240010010002000|00030
240010010002001|00030
240010010002002|00030
240010010002003|00030
240010010002004|00030
240010010002005|00030
240010010002006|00030
240010010002007|00030
240010010002008|00030
240010010002009|00030
240010010002010|00030
240010010002011|00030
240010010002012|00030
240010010002013|00030
240010010002014|00030
240010010002015|00030
240010010002016|00030
240010010002017|00030
240010010002018|00030
240010010002019|00030
240010010002020|00030
240010010002021|00030
240010010002022|00030
240010010002023|00030
240010010002024|00030
240010010002025|00030
240010010002026|00030
240010010002027|00030
240010010002028|00030
240010010002029|00030
240010010002030|00030
240010010002031|00030
240010010002032|00030
240010010002033|00030
240010010002034|00030
240010010002035|00030
240010010002036|00030
240010010002037|00030
240010010002038|00030
240010010002039|00030
240010010002040|00030
240010010002041|00030
240010010002042|00030
240010010002043|00030
240010010002044|00030
240010010002045|00030
240010010002046|00030
240010011001000|00030
240010011001001|00030
240010011001002|00030
240010011001003|00030
240010011001004|00030
240010011001005|00030
240010011001006|00030
240010011001007|00030
240010011001008|00030
240010011001009|00030
240010011001010|00030
240010011001011|00030
240010011001012|00030
240010011001013|00030
240010011001014|00030
240010011001015|00030
240010011001016|00030
240010011001017|00030
240010011001018|00030
240010011001019|00030
240010011001020|00030
240010011001021|00030
240010011001022|00030
240010011001023|00030
240010011001024|00030
240010011001025|00030
240010011001026|00030
240010011001027|00030
240010011001028|00030
240010011001029|00030
240010011001030|00030
240010011001031|00030
240010011002000|00030
240010011002001|00030
240010011002002|00030
240010011002003|00030
240010011002004|00030
240010011002005|00030
240010011002006|00030
240010011002007|00030
240010011002008|00030
240010011002009|00030
240010011002010|00030
240010011002011|00030
240010011002012|00030
240010011002013|00030
240010011002014|00030
240010011002015|00030
240010011002016|00030
240010011002017|00030
240010011002018|00030
240010011002019|00030
240010011002020|00030
240010011002021|00030
240010011002022|00030
240010011002023|00030
240010011002024|00030
240010011002025|00030
240010011002026|00030
240010011002027|00030
240010011002028|00030
240010011002029|00030
240010011002030|00030
240010011002031|00030
240010011002032|00030
240010011002033|00030
240010011002034|00030
240010011002035|00030
240010012001000|00030
240010012001001|00030
240010012001002|00030
240010012001003|00030
240010012001004|00030
240010012001005|00030
240010012001006|00030
240010012001007|00030
240010012001008|00030
240010012001009|00030
240010012001010|00030
240010012001011|00030
240010012001012|00030
240010012001013|00030
240010012001014|00030
240010012001015|00030
240010012001016|00030
240010012001017|00030
240010012001018|00030
240010012001019|00030
240010012001020|00030
240010012001021|00030
240010012001022|00030
240010012001023|00030
240010012001024|00030
240010012001025|00030
240010012001026|00030
240010012001027|00030
240010012001028|00030
240010012001029|00030
240010012001030|00030
240010012001031|00030
240010012001032|00030
240010012001033|00030
240010012001034|00030
240010012001035|00030
240010012001036|00030
240010012001037|00030
240010012001038|00030
240010012001039|00030
240010012001040|00030
240010012001041|00030
240010012002000|00030
240010012002001|00030
240010012002002|00030
240010012002003|00030
240010012002004|00030
240010012002005|00030
240010012002006|00030
240010012002007|00030
240010012002008|00030
240010012002009|00030
240010012002010|00030
240010012002011|00030
240010012002012|00030
240010012002013|00030
240010012002014|00030
240010012002015|00030
240010012002016|00030
240010012002017|00030
240010012002018|00030
240010012002019|00030
240010012002020|00030
240010012002021|00030
240010012002022|00030
240010012002023|00030
240010012002024|00030
240010012002025|00030
240010012002026|00030
240010012002027|00030
240010012002028|00030
240010012002029|00030
240010012002030|00030
240010012002031|00030
240010012002032|00030
240010012002033|00030
240010012002034|00030
240010012002035|00030
240010012002036|00030
240010012002037|00030
240010012002038|00030
240010012002039|00030
240010012002040|00030
240010012002041|00030
240010012002042|00030
240010012002043|00030
240010012002044|00030
240010012002045|00030
240010012002046|00030
240010012002047|00030
240010012002048|00030
240010012002049|00030
240010012002050|00030
240010013001000|00030
240010013001001|00030
240010013001002|00030
240010013001003|00030
240010013001004|00030
240010013001005|00030
240010013001006|00030
240010013001007|00030
240010013001008|00030
240010013001009|00030
240010013001010|00030
240010013001011|00030
240010013001012|00030
240010013001013|00030
240010013001014|00030
240010013001015|00030
240010013001016|00030
240010013001017|00030
240010013001018|00030
240010013001019|00030
240010013001020|00030
240010013001021|00030
240010013001022|00030
240010013001023|00030
240010013001024|00030
240010013001025|00030
240010013001026|00030
240010013001027|00030
240010013001028|00030
240010013001029|00030
240010013001030|00030
240010013001031|00030
240010013001032|00030
240010013001033|00030
240010013001034|00030
240010013001035|00030
240010013001036|00030
240010013001037|00030
240010013001038|00030
240010013001039|00030
240010013001040|00030
240010013001041|00030
240010013001042|00030
240010013002000|00030
240010013002001|00030
240010013002002|00030
240010013002003|00030
240010013002004|00030
240010013002005|00030
240010013002006|00030
240010013002007|00030
240010013002008|00030
240010013002009|00030
240010013002010|00030
240010013002011|00030
240010013002012|00030
240010013002013|00030
240010013002014|00030
240010013002015|00030
240010013002016|00030
240010013002017|00030
240010013002018|00030
240010013002019|00030
240010013002020|00030
240010013002021|00030
240010013002022|00030
240010013002023|00030
240010013002024|00030
240010013002025|00030
240010013002026|00030
240010013002027|00030
240010013002028|00030
240010013002029|00030
240010013002030|00030
240010013002031|00030
240010014011000|00030
240010014011001|00030
240010014011002|00030
240010014011003|00030
240010014011004|00030
240010014011005|00030
240010014011006|00030
240010014011007|00030
240010014011008|00030
240010014011009|00030
240010014011010|00030
240010014011011|00030
240010014011012|00030
240010014011013|00030
240010014011014|00030
240010014011015|00030
240010014011016|00030
240010014011017|00030
240010014011018|00030
240010014011019|00030
240010014011020|00030
240010014011021|00030
240010014011022|00030
240010014011023|00030
240010014011024|00030
240010014011025|00030
240010014011026|00030
240010014011027|00030
240010014011028|00030
240010014011029|00030
240010014011030|00030
240010014011031|00030
240010014011032|00030
240010014011033|00030
240010014011034|00030
240010014011035|00030
240010014012000|00030
240010014012001|00030
240010014012002|00030
240010014012003|00030
240010014012004|00030
240010014012005|00030
240010014012006|00030
240010014012007|00030
240010014012008|00030
240010014012009|00030
240010014012010|00030
240010014012011|00030
240010014012012|00030
240010014012013|00030
240010014012014|00030
240010014012015|00030
240010014012016|00030
240010014012017|00030
240010014012018|00030
240010014012019|00030
240010014012020|00030
240010014012021|00030
240010014012022|00030
240010014012023|00030
240010014012024|00030
240010014012025|00030
240010014012026|00030
240010014012027|00030
240010014012028|00030
240010014012029|00030
240010014012030|00030
240010014012031|00030
240010014012032|00030
240010014012033|00030
240010014012034|00030
240010014012035|00030
240010014012036|00030
240010014012037|00030
240010014012038|00030
240010014012039|00030
240010014012040|00030
240010014012041|00030
240010014012042|00030
240010014012043|00030
240010014012044|00030
240010014021000|00030
240010014021001|00030
240010014021002|00030
240010014021003|00030
240010014021004|00030
240010014021005|00030
240010014021006|00030
240010014021007|00030
240010014021008|00030
240010014021009|00030
240010014021010|00030
240010014021011|00030
240010014021012|00030
240010014021013|00030
240010014021014|00030
240010014021015|00030
240010014021016|00030
240010014021017|00030
240010014021018|00030
240010014021019|00030
240010014021020|00030
240010014021021|00030
240010014021022|00030
240010014021023|00030
240010014021024|00030
240010014021025|00030
240010014021026|00030
240010014021027|00030
240010014021028|00030
240010014021029|00030
240010014021030|00030
240010014021031|00030
240010014021032|00030
240010014021033|00030
240010014021034|00030
240010014021035|00030
240010015021000|00030
240010015021001|00030
240010015021002|00030
240010015021003|00030
240010015021004|00030
240010015021005|00030
240010015021006|00030
240010015021007|00030
240010015021008|00030
240010015021009|00030
240010015021010|00030
240010015021011|00030
240010015021012|00030
240010015021013|00030
240010015021014|00030
240010015021015|00030
240010015021016|00030
240010015021017|00030
240010015021018|00030
240010015021019|00030
240010015021020|00030
240010015021021|00030
240010015021022|00030
240010015021023|00030
240010015021024|00030
240010015021025|00030
240010015021026|00030
240010015021027|00030
240010015021028|00030
240010015021029|00030
240010015021030|00030
240010015021031|00030
240010015021032|00030
240010015021033|00030
240010015021034|00030
240010015021035|00030
240010015021036|00030
240010015021037|00030
240010015021038|00030
240010015021039|00030
240010015021040|00030
240010015021041|00030
240010015021042|00030
240010015021043|00030
240010015021044|00030
240010015021045|00030
240010015021046|00030
240010015021047|00030
240010015021048|00030
240010015021049|00030
240010015021050|00030
240010015021051|00030
240010015021052|00030
240010015021053|00030
240010015021054|00030
240010015021055|00030
240010015021056|00030
240010015021057|00030
240010015021058|00030
240010015021059|00030
240010015021060|00030
240010015021061|00030
240010015021062|00030
240010015021063|00030
240010015021064|00030
240010015021065|00030
240010015021066|00030
240010015021067|00030
240010015021068|00030
240010015021069|00030
240010015021070|00030
240010015021071|00030
240010015021072|00030
240010015031000|00030
240010015031001|00030
240010015031002|00030
240010015031003|00030
240010015031004|00030
240010015031005|00030
240010015031006|00030
240010015031007|00030
240010015031008|00030
240010015031009|00030
240010015031010|00030
240010015031011|00030
240010015031012|00030
240010015031013|00030
240010015031014|00030
240010015031015|00030
240010015031016|00030
240010015032000|00030
240010015032001|00030
240010015032002|00030
240010015032003|00030
240010015032004|00030
240010015032005|00030
240010015032006|00030
240010015032007|00030
240010015032008|00030
240010015032009|00030
240010015032010|00030
240010015032011|00030
240010015032012|00030
240010015032013|00030
240010015032014|00030
240010015032015|00030
240010015032016|00030
240010015032017|00030
240010015032018|00030
240010015033000|00030
240010015033001|00030
240010015033002|00030
240010015033003|00030
240010015033004|00030
240010015033005|00030
240010015033006|00030
240010015033007|00030
240010015033008|00030
240010015033009|00030
240010015033010|00030
240010015033011|00030
240010015033012|00030
240010015033013|00030
240010015033014|00030
240010015033015|00030
240010015033016|00030
240010015033017|00030
240010015033018|00030
240010015033019|00030
240010015033020|00030
240010016001000|00030
240010016001001|00030
240010016001002|00030
240010016001003|00030
240010016001004|00030
240010016001005|00030
240010016001006|00030
240010016001007|00030
240010016001008|00030
240010016001009|00030
240010016001010|00030
240010016001011|00030
240010016001012|00030
240010016001013|00030
240010016001014|00030
240010016001015|00030
240010016001016|00030
240010016001017|00030
240010016001018|00030
240010016001019|00030
240010016001020|00030
240010016001021|00030
240010016001022|00030
240010016001023|00030
240010016001024|00030
240010016001025|00030
240010016001026|00030
240010016001027|00030
240010016001028|00030
240010016001029|00030
240010016001030|00030
240010016001031|00030
240010016001032|00030
240010016001033|00030
240010016001034|00030
240010016001035|00030
240010016001036|00030
240010016001037|00030
240010016001038|00030
240010016001039|00030
240010016001040|00030
240010016001041|00030
240010016001042|00030
240010016001043|00030
240010016001044|00030
240010016001045|00030
240010016001046|00030
240010016001047|00030
240010016001048|00030
240010016001049|00030
240010016001050|00030
240010016001051|00030
240010016001052|00030
240010016001053|00030
240010016001054|00030
240010016001055|00030
240010016001056|00030
240010016001057|00030
240010016001058|00030
240010017001000|00030
240010017001001|00030
240010017001002|00030
240010017001003|00030
240010017001004|00030
240010017001005|00030
240010017001006|00030
240010017001007|00030
240010017001008|00030
240010017001009|00030
240010017001010|00030
240010017001011|00030
240010017001012|00030
240010017001013|00030
240010017001014|00030
240010017001015|00030
240010017001016|00030
240010017001017|00030
240010017001018|00030
240010017001019|00030
240010017001020|00030
240010017001021|00030
240010017001022|00030
240010017001023|00030
240010017001024|00030
240010017001025|00030
240010017001026|00030
240010017001027|00030
240010017001028|00030
240010017001029|00030
240010017001030|00030
240010017001031|00030
240010017001032|00030
240010017001033|00030
240010017001034|00030
240010017001035|00030
240010017001036|00030
240010017001037|00030
240010017001038|00030
240010017001039|00030
240010017001040|00030
240010017001041|00030
240010017001042|00030
240010017002000|00030
240010017002001|00030
240010017002002|00030
240010017002003|00030
240010017002004|00030
240010017002005|00030
240010017002006|00030
240010017002007|00030
240010017002008|00030
240010017002009|00030
240010017002010|00030
240010017002011|00030
240010017002012|00030
240010017002013|00030
240010017002014|00030
240010017002015|00030
240010017002016|00030
240010017002017|00030
240010017002018|00030
240010017002019|00030
240010017002020|00030
240010017002021|00030
240010017002022|00030
240010017002023|00030
240010017002024|00030
240010017002025|00030
240010017002026|00030
240010017002027|00030
240010017002028|00030
240010017002029|00030
240010017002030|00030
240010017002031|00030
240010017002032|00030
240010017002033|00030
240010017002034|00030
240010017002035|00030
240010017002036|00030
240010017002037|00030
240010017002038|00030
